Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
CAGL0E01683g	178.0795429460527	275.84936966333555	237.92628560725743	228.7058116435544	242.17761179582777	252.399523606844	218.3390103556188	257.3861187673393	238.220569968847
CAGL0E01705g	1384.500459218284	808.9590437578871	1136.964061567374	1074.0495488491035	1372.592012224646	1225.8220427135388	917.6634933274381	572.5205691774821	1006.575073389008
CAGL0E01727g	124.81509829446873	80.02051903244791	82.06197598338937	93.7653060214216	90.90442826167872	28.80220965022412	60.22069167364691	60.56807439879982	42.284252070485465
CAGL0E01749g	2.53193662956473	4.9433525271010295	3.8383043828820367	2.679008743469188	2.810362823785549	4.700520614916576	4.056316019468445	2.4813736252767153	4.4934585401024965
CAGL0E01771g	106.15378758026942	716.5801434076866	571.0328026837035	140.41500175009156	477.92381636030024	563.279053687503	130.27014908677506	512.1780741991621	493.47323129029814
CAGL0E01793g	212.1200242990896	1692.5833079771962	997.5704504978985	481.7556592603723	1111.6606331239416	1346.5609055672783	507.7415571292329	1093.947399616312	991.8569786498698
CAGL0E01815g	5.15764868985408	10.71059714205223	11.223396360072792	7.163436422754568	9.295815494059893	9.21670708807172	3.9003038648735044	10.827812183025667	8.596766488399686
CAGL0E01837g	58.89097049506113	383.10982085032975	279.9047031618154	224.04666600273842	331.6768586456137	490.6974853689383	212.8785849447959	249.82920818126928	314.23266802746707
CAGL0E01859g	1.5941823223185336	20.751781962726195	19.628797097270162	8.85237671755036	15.29485921406366	23.364352468261806	15.211185073006668	3.9476398583947745	15.310047361187546
CAGL0E01881g	30.38323955477676	115.1904125325521	134.29206726944238	55.094397202648956	98.7410169049269	121.33794881446418	98.91170601319207	15.903349143818948	125.7495717794552
CAGL0E01903g	39.01057918144177	35.684826055010554	21.863759142998944	42.10702872887442	36.75089846488795	27.32753651613265	31.202430918988036	55.04137859704714	23.435942445684276
CAGL0E01925g	58.42209334143803	30.89595329438143	23.369929217294427	56.02622633081215	30.80590018380313	21.060175696243878	52.34207786660243	52.221635841050876	21.660084579535983
CAGL0E01947g	252.72478580284988	221.62697163169614	210.57229361279428	264.63947239834766	222.99148097959952	192.21442632173571	258.5121401638159	256.82217021614	229.79869857332557
CAGL0E01969g	149.29048571359445	371.8842911533712	457.6813580601112	216.47555433641244	290.60232506720956	366.59452442805264	272.3192158454681	236.06886353200753	314.69008596268714
CAGL0E01991g	1303.7598133643867	445.05620720556453	1469.5847173295315	787.2791346568802	1022.3775680298314	596.5052827400017	1367.134510715461	228.173583815218	1398.434255717048
CAGL0E02013g	2303.781006611731	942.7900147780495	1153.28900172748	1342.9404916446958	1065.4517828482367	772.9130564056944	1303.2475334088326	625.3061535697323	987.3231597037186
CAGL0E02035g	109.43592765563112	203.2438794215392	120.54219207506752	123.29264152009286	156.24536391469275	157.97435948954924	96.33750546237556	220.95504235986752	102.43471055191738
CAGL0E02057g	7.033157304346473	1.8022639421722502	4.615682485744221	5.474496127958776	3.891271602164606	4.055351118751556	5.538431488120376	2.368583915036865	4.009133667516599
CAGL0E02079g	5.15764868985408	2.935115562966236	7.044989057188548	4.367949038264981	7.133997937301778	5.57610778828339	8.89269281191159	0.45115884095940284	8.596766488399686
