	Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
4187	CAGL0L04224g	760	2191	2166	1462	1825	2112	1163	463	6327
4188	CAGL0L04246g	1773	3084	3233	2709	3059	3030	1847	770	10820
4189	CAGL0L04268g	530	4061	2841	1842	2734	3791	1222	1317	10487
4190	CAGL0L04290g	281	679	501	462	532	543	416	305	1829
4191	CAGL0L04312g	2270	9768	8682	4585	7928	8522	3888	4385	32090
4192	CAGL0L04334g	1010	1493	1713	1196	1294	1358	988	373	4854
4193	CAGL0L04350g	656	1755	1758	1639	1651	2126	1317	363	7245
4194	CAGL0L04356g	349	290	855	487	523	536	536	35	3291
4195	CAGL0L04378g	66	125	121	98	101	146	133	1	294
4196	CAGL0L04400g	265	1068	916	570	678	1048	487	294	2467
4197	CAGL0L04422g	579	1920	1390	1053	1250	1796	795	567	5440
4198	CAGL0L04444g	671	3379	2834	1518	2347	3089	1089	555	8500
4199	CAGL0L04466g	1217	4194	4881	2157	4437	5169	2264	1991	16161
4200	CAGL0L04488g	373	1064	720	597	534	893	486	323	2165
4201	CAGL0L04510g	10344	5233	12528	10153	10257	8964	8999	1261	39617
4202	CAGL0L04532g	3015	4791	3679	3854	3591	3900	2415	2590	14028
4203	CAGL0L04554g	927	3496	3068	1870	2421	3583	1396	1627	10726
4204	CAGL0L04576g	1309	3127	3525	2660	2968	4346	2091	1597	11189
4205	CAGL0L04598g	803	6309	5784	2322	5855	8058	1424	2713	31189
4206	CAGL0L04620g	1869	4699	4316	4182	4007	6640	2571	4046	13649
4207	CAGL0L04642g	1063	2550	2110	1213	1832	2395	1187	497	6169
4208	CAGL0L04664g	253	349	914	239	739	497	445	48	3780
4209	CAGL0L04686g	23	141	272	51	183	251	68	9	934
4210	CAGL0L04708g	725	1344	1538	1119	1399	1359	891	378	6100
4211	CAGL0L04730g	320	1172	919	594	795	904	480	249	2549
4212	CAGL0L04752g	356	457	672	659	464	768	591	378	1940
4213	CAGL0L04774g	4118	4218	7154	6171	6055	7463	5342	3879	28266
4214	CAGL0L04796g	1692	2599	5537	3737	5728	6441	3127	227	21831
4215	CAGL0L04818g	185	657	1012	489	716	1236	378	152	3863
4216	CAGL0L04832g	5	9	1	16	4	1	2	1	5
4217	CAGL0L04836g	1	1	1	1	1	1	1	1	1
4218	CAGL0L04840g	16787	10809	34385	13975	18633	12942	20383	3073	127753
4219	CAGL0L04862g	1307	3364	2975	2483	2450	3164	1908	2105	9500
4220	CAGL0L04884g	155	537	646	371	489	568	344	61	1969
4221	CAGL0L04928g	372	585	591	668	570	387	583	61	1528
4222	CAGL0L04950g	2036	1127	1034	2731	1274	913	1892	482	4662
4223	CAGL0L04994g	233	592	643	443	500	705	335	383	2585
4224	CAGL0L05016g	553	1510	2233	1311	2266	2480	1070	939	13227
4225	CAGL0L05038g	554	2785	2173	1092	1984	2310	824	1077	7579
4226	CAGL0L05060g	286	341	735	447	593	623	443	125	3454
4227	CAGL0L05082g	1303	1762	2109	1406	1471	1667	990	603	8300
4228	CAGL0L05104g	840	2285	2286	1669	1986	2562	1240	1227	6887
4229	CAGL0L05126g	1075	6233	4273	2399	3652	5105	1540	2304	10885
4230	CAGL0L05148g	29307	38479	37378	60285	33989	45766	38245	45471	202208
4231	CAGL0L05170g	2643	1502	2181	3265	2729	2212	2348	1290	9411
4232	CAGL0L05192g	9	16	31	21	22	24	24	3	91
4233	CAGL0L05236g	2095	6542	6609	5510	6807	7457	4149	2500	25673
4234	CAGL0L05258g	248	1263	998	638	630	1409	403	828	3286
4235	CAGL0L05280g	397	923	1024	725	719	992	635	101	3124
4236	CAGL0L05302g	1291	1904	3438	1830	2812	2945	1846	1618	11050
4237	CAGL0L05324g	13	14	56	41	49	41	14	1	138
4238	CAGL0L05346g	74	33	72	107	41	95	129	9	316
4239	CAGL0L05368g	261	494	523	508	431	662	361	121	2064
4240	CAGL0L05390g	3038	11407	10552	8322	10756	14770	5494	7264	42827
4241	CAGL0L05412g	1339	2705	2930	2709	2528	3672	1951	2828	10694
4242	CAGL0L05434g	482	2668	2650	690	2716	3137	491	1412	12687
4243	CAGL0L05456g	4016	10229	10604	6555	10832	12310	5445	13088	41122
4244	CAGL0L05478g	3262	8374	8718	7979	7864	8596	7166	2057	28566
4245	CAGL0L05500g	1169	1024	1034	1267	970	646	1227	263	3310
4246	CAGL0L05522g	1540	3703	5007	2761	4232	5225	2629	1919	16034
4247	CAGL0L05544g	1727	2221	4301	3267	4007	4446	2985	1810	15561
4248	CAGL0L05566g	503	468	497	829	574	444	617	183	2085
4249	CAGL0L05588g	284	711	745	578	775	989	391	167	3306
4250	CAGL0L05610g	282	996	646	655	519	963	588	510	2345
4251	CAGL0L05626g	1369	3040	1934	2293	1973	2535	1295	1314	8031
4252	CAGL0L05632g	602	1862	2617	1196	2212	2542	1110	249	10134
4253	CAGL0L05654g	786	3095	3804	1334	3021	3578	1191	923	13007
4254	CAGL0L05676g	6227	4606	5085	5175	4365	4706	3765	1506	16532
4255	CAGL0L05698g	289	902	921	490	848	814	481	315	3071
4256	CAGL0L05720g	197	1650	2062	516	2028	2888	415	870	8673
4257	CAGL0L05742g	249	1284	1551	551	1238	1720	431	465	5612
4258	CAGL0L05786g	30	12	54	46	60	51	62	1	293
4259	CAGL0L05830g	1	1	1	1	4	1	1	1	3
4260	CAGL0L05852g	310	992	956	647	836	950	568	183	3085
4261	CAGL0L05874g	1578	2509	3833	2364	3067	2985	2009	251	13251
4262	CAGL0L05896g	213	538	587	400	497	683	395	250	1821
4263	CAGL0L05918g	7	35	8	7	9	9	11	24	100
4264	CAGL0L05940g	352	608	698	453	466	722	485	126	2358
4265	CAGL0L05962g	889	2988	3450	1489	3030	3569	1447	1324	14311
4266	CAGL0L05984g	26	417	297	41	278	405	19	149	1468
4267	CAGL0L06006g	254	1095	1774	862	892	1486	1301	213	6433
4268	CAGL0L06028g	197	354	1278	268	888	728	367	175	3583
4269	CAGL0L06050g	32	61	44	77	72	97	39	4	314
4270	CAGL0L06072g	2	10	134	1	50	35	11	1	298
4271	CAGL0L06094g	296	8168	8015	485	5797	7057	440	1077	22049
4272	CAGL0L06116g	681	2543	2172	1253	2002	2453	920	716	6362
4273	CAGL0L06138g	1047	1553	1911	945	1537	1400	1134	427	6393
4274	CAGL0L06160g	2811	5303	5391	5229	4881	6215	4409	1005	16865
4275	CAGL0L06182g	931	2304	2236	1455	1923	2326	940	794	7927
4276	CAGL0L06204g	2274	5037	6269	3640	4840	4569	4100	643	20800
4277	CAGL0L06226g	437	979	985	641	896	1066	517	250	3310
4278	CAGL0L06248g	820	2477	4231	2471	4100	4711	2113	246	14271
4279	CAGL0L06270g	4763	11266	16632	10320	13935	15774	8959	3348	57625
4280	CAGL0L06292g	451	4387	3652	942	3028	3674	964	1278	10729
4281	CAGL0L06314g	1410	942	854	1578	978	553	1401	94	2435
4282	CAGL0L06336g	3	11	1	5	5	1	1	1	5
4283	CAGL0L06358g	111	370	395	192	259	419	204	177	1380
4284	CAGL0L06374g	95	909	603	145	542	688	111	218	2175
4285	CAGL0L06402g	850	2575	2534	1688	2110	2441	1433	434	7066
4286	CAGL0L06424g	23683	16995	19724	29874	14854	20130	21951	3995	69723
4287	CAGL0L06446g	227	160	520	396	330	220	534	15	1398
4288	CAGL0L06468g	229	433	371	339	420	371	252	186	1238
4289	CAGL0L06490g	1518	3884	4440	3357	4453	5247	2249	1392	14668
4290	CAGL0L06512g	36	142	106	99	125	218	94	33	509
4291	CAGL0L06534g	2545	3861	5371	4037	4234	5192	3412	1469	17899
4292	CAGL0L06556g	326	919	1364	538	934	963	484	73	3811
4293	CAGL0L06578g	1	11	3	1	1	3	1	1	23
4294	CAGL0L06600g	478	1831	2047	916	1675	2547	650	819	7294
4295	CAGL0L06622g	1272	3975	3146	2541	2801	4375	2126	2004	9763
4296	CAGL0L06644g	442	2052	2016	1003	1857	2525	656	1491	8320
4297	CAGL0L06666g	36	130	258	106	141	192	84	19	698
4298	CAGL0L06688g	675	1982	1597	1515	1456	2204	1054	2064	4613
4299	CAGL0L06710g	7	5	3	15	7	12	15	1	51
4300	CAGL0L06732g	1528	2901	2966	2104	2501	2783	1848	631	7583
4301	CAGL0L06754g	3402	2608	4708	4835	4175	3917	5223	1327	17269
4302	CAGL0L06776g	182	3919	3436	267	2331	3388	157	1103	9877
4303	CAGL0L06798g	5322	28202	21126	11700	21583	32718	6636	20484	72393
4304	CAGL0L06820g	606	1453	2257	1234	2021	2585	909	439	10185
4305	CAGL0L06842g	416	1073	930	837	862	1002	496	518	2722
4306	CAGL0L06864g	82	695	636	281	434	832	172	437	2023
4307	CAGL0L06886g	40463	35357	36794	32281	29049	29220	24196	16748	127241
4308	CAGL0L06908g	4292	6975	8056	7263	6702	7313	5981	1490	28938
4309	CAGL0L06930g	225	646	790	396	590	761	335	205	2107
4310	CAGL0L06952g	4642	9611	5788	7028	5765	6825	4388	3621	14796
4311	CAGL0L06974g	2184	9242	7125	5447	6665	7614	4521	2505	22938
4312	CAGL0L06996g	17	24	24	7	3	11	3	1	45
4313	CAGL0L07018g	1	7	9	3	13	5	7	9	19
4314	CAGL0L07040g	176	417	549	262	514	377	210	27	1682
4315	CAGL0L07062g	1436	2647	2026	2349	2109	2862	1732	1832	6970
4316	CAGL0L07084g	110	291	273	166	273	220	138	75	871
4317	CAGL0L07106g	590	2344	1729	1035	1767	2486	591	895	5233
4318	CAGL0L07128g	242	875	952	325	674	909	281	110	2763
4319	CAGL0L07150g	2450	5041	5467	4047	5325	6760	3141	4493	21436
4320	CAGL0L07172g	2676	6413	7087	5837	6101	7700	4383	2165	23684
4321	CAGL0L07194g	27	53	54	19	11	20	13	1	98
4322	CAGL0L07216g	2784	9059	7169	4709	6030	6884	3488	3254	18406
4323	CAGL0L07238g	1660	5931	5606	2950	5656	5918	1814	1244	19816
4324	CAGL0L07260g	88	374	272	122	319	272	123	10	763
4325	CAGL0L07282g	2456	4847	5855	5055	4985	6650	3575	3313	22714
4326	CAGL0L07304g	1426	4383	4299	2370	3778	4191	1665	539	14327
4327	CAGL0L07326g	372	832	556	908	626	776	719	529	2648
4328	CAGL0L07348g	378	1368	1082	1085	1008	1175	839	364	3337
4329	CAGL0L07370g	5	40	46	26	33	14	43	19	439
4330	CAGL0L07392g	427	857	1101	770	1020	1245	453	381	3986
4331	CAGL0L07414g	338	932	925	593	799	1075	516	691	3503
4332	CAGL0L07436g	86	77	233	113	169	151	177	63	1176
4333	CAGL0L07458g	278	107	446	341	422	344	380	159	1494
4334	CAGL0L07480g	438	1171	1532	574	1252	1299	427	245	4018
4335	CAGL0L07502g	24636	52700	57842	44578	49808	55717	38747	14738	192437
4336	CAGL0L07546g	553	656	1341	919	1040	878	1084	105	6322
4337	CAGL0L07568g	1	1	1	1	1	1	1	1	1
4338	CAGL0L07590g	1	14	5	3	3	9	3	1	23
4339	CAGL0L07634g	376	1200	1252	620	1153	1443	484	520	3904
4340	CAGL0L07656g	1933	5854	5909	3572	5288	6318	2460	1293	23586
4341	CAGL0L07678g	418	284	303	803	392	339	557	190	1000
4342	CAGL0L07700g	163	96	80	150	78	76	112	54	287
4343	CAGL0L07722g	27813	31784	60200	45305	43107	44141	38580	1917	228107
4344	CAGL0L07744g	875	4032	4889	2247	4281	5787	1621	2471	19936
4345	CAGL0L07766g	33	262	341	101	176	295	221	22	1065
4346	CAGL0L07788g	2472	7186	7708	5475	6935	8937	4042	3874	26928
4347	CAGL0L07810g	1451	8087	6932	2477	7011	6744	1761	1905	25035
4348	CAGL0L07832g	815	1251	1525	1305	1727	1600	815	446	6600
4349	CAGL0L07854g	1065	2757	3039	2034	2310	3350	1620	1070	11992
4350	CAGL0L07898g	113	458	272	177	229	429	141	315	1097
4351	CAGL0L07920g	413	1509	1165	785	1084	1471	537	994	4977
4352	CAGL0L07942g	1	1	1	1	8	5	1	1	7
4353	CAGL0L07986g	426	1624	1595	898	1395	1769	641	1164	5886
4354	CAGL0L08008g	63	33	45	57	28	52	109	49	146
4355	CAGL0L08030g	652	1172	1126	913	1018	1463	669	753	3938
4356	CAGL0L08052g	928	3001	2719	1316	2661	3467	1132	1889	9124
4357	CAGL0L08068g	2801	8140	6542	5358	6018	6921	4443	2085	18734
4358	CAGL0L08074g	1093	4580	5288	3250	4359	5938	2424	1685	23327
4359	CAGL0L08096g	238	679	560	403	382	556	448	110	1217
4360	CAGL0L08110g	38617	20063	39707	32051	30772	26352	25907	3756	112045
4361	CAGL0L08114g	32563	15042	21995	20825	17808	15188	16094	5545	61904
4362	CAGL0L08118g	46956	32621	45578	46084	39739	38520	32564	8731	145651
4363	CAGL0L08140g	540	1742	1797	1081	1525	2066	758	804	7551
4364	CAGL0L08162g	1393	1492	2692	1916	2413	2711	2272	1455	8886
4365	CAGL0L08184g	968	1992	2133	1569	1861	1672	1864	318	5228
4366	CAGL0L08206g	1588	1555	1401	2725	1822	1934	1919	2784	6216
4367	CAGL0L08228g	245	540	520	424	579	597	338	324	1995
4368	CAGL0L08250g	1091	2623	4041	2388	3629	5085	2378	1249	16769
4369	CAGL0L08272g	2157	3782	3314	4019	3491	3595	2423	1063	11815
4370	CAGL0L08294g	702	919	1411	1791	1255	1566	1443	302	5334
4371	CAGL0L08316g	311	893	823	602	778	967	446	242	2978
4372	CAGL0L08338g	577	3455	3622	1273	2771	3256	1126	326	11255
4373	CAGL0L08360g	986	1548	1909	1941	1772	2042	1511	646	8674
4374	CAGL0L08382g	29	34	91	70	37	35	29	1	142
4375	CAGL0L08404g	30	59	65	131	68	77	79	33	254
4376	CAGL0L08426g	48	816	750	155	655	1347	119	512	2796
4377	CAGL0L08448g	256	59	167	260	97	122	327	3	363
4378	CAGL0L08470g	47	114	104	63	73	168	26	133	239
4379	CAGL0L08492g	425	1471	1792	1065	1457	1903	852	287	6222
4380	CAGL0L08514g	1015	2892	2017	1669	2127	2898	1428	1158	6218
4381	CAGL0L08536g	28	9	7	9	17	10	11	1	66
4382	CAGL0L08580g	1916	6119	6330	4098	6118	7713	3123	4023	25318
4383	CAGL0L08602g	553	1265	1108	755	969	886	631	284	2941
4384	CAGL0L08624g	1133	1590	1703	1786	1490	1643	1217	859	4353
4385	CAGL0L08646g	509	1817	1465	1036	1154	1679	818	558	4804
4386	CAGL0L08668g	547	1526	1964	847	1583	1944	833	1207	5362
4387	CAGL0L08712g	15	20	90	70	127	104	66	4	388
4388	CAGL0L08734g	428	1020	908	526	688	792	476	225	2567
4389	CAGL0L08756g	2362	1627	1456	3053	1747	1634	2041	1178	6166
4390	CAGL0L08778g	536	1301	1330	898	1337	1362	570	587	5472
4391	CAGL0L08800g	4603	16022	12284	11436	11284	16040	6931	7429	41086
4392	CAGL0L08822g	1428	1920	2594	2162	2662	2605	1665	1308	10672
4393	CAGL0L08844g	136	283	250	232	332	290	183	180	885
4394	CAGL0L08866g	162	551	554	425	354	492	226	142	1244
4395	CAGL0L08888g	622	1744	2683	1840	2069	3381	2055	560	9942
4396	CAGL0L08910g	376	774	772	564	610	875	484	196	3178
4397	CAGL0L08932g	9582	16884	19155	23486	14831	16925	19826	4257	53683
4398	CAGL0L08954g	91	135	120	147	128	163	57	78	323
4399	CAGL0L08976g	1694	1048	1290	3257	1547	1754	2046	817	5547
4400	CAGL0L08998g	602	436	865	958	580	779	856	592	2730
4401	CAGL0L09020g	240	529	1010	552	755	892	557	87	3884
4402	CAGL0L09042g	972	2381	2503	1941	2244	2544	1651	813	9804
4403	CAGL0L09086g	83	484	278	138	177	273	138	84	945
4404	CAGL0L09108g	153	863	689	361	689	1080	276	265	3403
4405	CAGL0L09130g	752	2637	1850	1583	1773	2258	1131	736	6684
4406	CAGL0L09152g	1030	5122	3479	2407	3218	3643	1712	1674	11423
4407	CAGL0L09174g	210	835	774	375	621	828	254	294	2821
4408	CAGL0L09185g	251	1120	1063	411	1012	1045	325	129	3742
4409	CAGL0L09207g	572	1400	1399	1150	1361	1736	829	1023	6144
4410	CAGL0L09229g	1425	4338	4070	2892	4077	4587	2606	898	14442
4411	CAGL0L09251g	1157	13102	10571	3887	8533	12698	2537	3632	37563
4412	CAGL0L09273g	5	64	50	46	60	32	35	5	201
4413	CAGL0L09295g	5	11	6	12	4	5	2	1	21
4414	CAGL0L09339g	745	1225	1290	1763	1261	1654	1200	306	4331
4415	CAGL0L09361g	1	1	1	1	1	1	1	1	1
4416	CAGL0L09383g	3094	5090	6519	4067	7044	6611	3408	1087	32715
4417	CAGL0L09449g	169	440	375	265	295	346	314	298	995
4418	CAGL0L09471g	495	1114	1127	794	964	1097	674	510	3851
4419	CAGL0L09493g	125	888	560	315	624	901	165	424	2095
4420	CAGL0L09537g	18	75	72	26	44	61	13	42	249
4421	CAGL0L09581g	2058	4637	3042	4757	2842	3477	2636	1276	10471
4422	CAGL0L09603g	188	166	350	325	241	315	237	48	1028
4423	CAGL0L09625g	816	1287	1205	1020	1140	1106	926	429	4106
4424	CAGL0L09647g	4596	4597	5520	7915	6357	6367	5014	3512	25265
4425	CAGL0L09669g	1064	1069	864	1401	913	784	1059	397	3504
4426	CAGL0L09691g	455	1161	1631	2855	1201	2746	2454	462	5417
4427	CAGL0L09713g	6025	18650	17286	13382	14983	16024	11427	2833	56155
4428	CAGL0L09735g	490	1580	1250	891	1250	1650	754	636	3940
4429	CAGL0L09757g	891	1517	1328	1139	1302	1378	874	856	4688
4430	CAGL0L09779g	688	651	1371	883	1131	1156	841	625	4772
4431	CAGL0L09801g	761	1350	1547	1282	1384	1538	1003	230	5575
4432	CAGL0L09823g	212	527	678	423	526	665	315	241	2553
4433	CAGL0L09845g	991	1124	1384	1489	1356	1709	1085	749	5101
4434	CAGL0L09867g	2126	6466	4317	3822	4238	4858	2627	3120	12785
4435	CAGL0L09889g	623	1313	1589	973	1177	1734	743	372	5752
4436	CAGL0L09911g	373	1130	1328	719	1167	1221	704	245	4890
4437	CAGL0L09933g	2017	6382	8305	4466	7775	9886	3212	6574	33556
4438	CAGL0L09999g	484	4534	2656	1242	3363	4531	828	3559	10753
4439	CAGL0L10015g	2879	5031	4549	3633	3528	3819	3096	997	10242
4440	CAGL0L10021g	1632	3756	3022	3197	3183	3718	2152	933	10545
4441	CAGL0L10043g	648	908	1515	791	1185	1242	949	186	6263
4442	CAGL0L10092g	341	2193	1624	759	1643	2335	704	1313	5935
4443	CAGL0L10120g	3297	2465	3028	4979	3253	4196	3531	3899	14194
4444	CAGL0L10142g	33	13	21	71	10	13	103	1	59
4445	CAGL0L10164g	1443	1370	1378	1629	1343	1204	1104	906	5493
4446	CAGL0L10186g	2949	7269	10246	9152	7336	11444	8470	3859	34354
4447	CAGL0L10208g	912	3135	2807	2021	3139	4519	1355	3508	13092
4448	CAGL0L10230g	426	1507	1145	803	1007	1464	554	467	4171
4449	CAGL0L10252g	187	92	148	199	97	95	203	57	534
4450	CAGL0L10318g	740	4954	2886	1714	3153	4202	1124	2221	11225
4451	CAGL0L10340g	2	17	9	11	13	21	14	17	68
4452	CAGL0L10362g	1745	3523	4521	2306	5360	6057	1185	721	18866
4453	CAGL0L10384g	219	375	446	218	421	496	227	190	1994
4454	CAGL0L10406g	1583	2123	3668	2981	3773	3954	2520	1012	12167
4455	CAGL0L10428g	335	1085	724	739	590	823	589	149	2030
4456	CAGL0L10450g	1610	5284	4882	3667	4136	6334	2800	3480	16542
4457	CAGL0L10472g	468	2304	1699	974	1607	2298	780	445	5833
4458	CAGL0L10494g	327	2053	1799	581	1426	1775	428	715	5671
4459	CAGL0L10516g	1933	1468	1682	2486	1689	1388	1827	650	6719
4460	CAGL0L10538g	729	1391	1752	685	1314	1541	696	241	5264
4461	CAGL0L10560g	2515	2810	3219	3114	2924	2277	3134	794	10216
4462	CAGL0L10582g	660	3713	4278	2172	3816	4671	1887	548	15781
4463	CAGL0L10604g	505	2187	2388	1138	1951	2601	945	733	8823
4464	CAGL0L10626g	93	30	69	113	75	58	68	67	297
4465	CAGL0L10648g	1464	1513	2748	3414	2274	2379	2473	530	11193
4466	CAGL0L10670g	789	2530	4397	1901	3865	4226	1693	946	17588
4467	CAGL0L10692g	176	783	1069	609	1075	1100	353	599	3794
4468	CAGL0L10714g	2915	41555	32715	5049	31432	29015	2874	18110	139692
4469	CAGL0L10736g	180	487	539	420	404	488	273	135	1478
4470	CAGL0L10758g	4818	7472	6869	9158	6802	7400	7659	1944	30223
4471	CAGL0L10780g	18351	21106	23313	17388	18896	23010	13302	8165	74639
4472	CAGL0L10802g	28	56	108	30	79	99	51	99	338
4473	CAGL0L10824g	1383	3295	2498	2176	2071	3106	1567	1548	7023
4474	CAGL0L10846g	1007	1164	1062	1812	1073	1073	1244	338	3549
4475	CAGL0L10868g	2258	2469	2785	3814	2890	2405	3551	273	10281
4476	CAGL0L10890g	1932	1256	935	3287	1224	1162	2345	984	3191
4477	CAGL0L10912g	1544	1404	2135	1862	2225	2049	1177	187	7720
4478	CAGL0L10934g	290	523	459	346	404	524	287	147	1544
4479	CAGL0L10956g	284	1094	840	635	830	1245	445	603	3942
4480	CAGL0L10978g	2372	2046	2310	2724	1971	2241	1981	663	6767
4481	CAGL0L11000g	930	1699	2026	1845	1861	2276	1398	628	8342
4482	CAGL0L11022g	476	750	829	806	688	1065	521	203	2907
4483	CAGL0L11044g	390	2162	1496	941	1131	1639	640	636	4095
4484	CAGL0L11066g	557	1498	1277	1004	1219	1374	802	886	4742
4485	CAGL0L11088g	1252	1359	1806	2441	1746	1599	2043	702	7881
4486	CAGL0L11110g	228	1274	1601	504	1364	1824	399	259	5438
4487	CAGL0L11132g	2575	7813	8819	4538	7638	8130	4805	1848	35903
4488	CAGL0L11154g	574	1302	2397	1327	2303	3002	1172	469	10577
4489	CAGL0L11176g	207	166	297	297	238	243	340	15	988
4490	CAGL0L11198g	574	910	778	1052	751	932	735	399	3709
4491	CAGL0L11220g	1016	257	1432	1065	1046	1074	1043	793	5798
4492	CAGL0L11242g	324	834	743	627	921	909	401	255	2939
4493	CAGL0L11264g	898	1440	1558	1350	1276	2016	963	1170	5572
4494	CAGL0L11286g	3	29	11	11	7	17	7	21	65
4495	CAGL0L11308g	437	1284	1187	742	989	1041	698	86	4161
4496	CAGL0L11330g	576	1953	1551	1425	1507	2226	1049	1180	6138
4497	CAGL0L11352g	2613	7685	6460	4876	5906	7785	3290	5083	21540
4498	CAGL0L11374g	1542	4966	3976	3078	3838	4941	1928	1786	16245
4499	CAGL0L11418g	800	1331	1641	1117	1292	1830	937	660	5154
4500	CAGL0L11440g	1689	7770	6030	3950	6179	8088	2469	4256	21693
4501	CAGL0L11462g	36811	27411	42276	37227	32714	30516	27193	9770	131622
4502	CAGL0L11484g	7913	7197	8278	11527	8584	8599	7521	6226	29604
4503	CAGL0L11506g	2656	4680	6118	3185	4858	4529	2932	1240	18064
4504	CAGL0L11528g	726	970	1227	1007	1082	1062	781	475	4663
4505	CAGL0L11550g	880	2495	1809	1841	1734	2453	1319	933	7432
4506	CAGL0L11572g	1410	2421	3095	2152	2811	3058	2127	1152	11157
4507	CAGL0L11594g	521	666	590	787	530	489	595	418	1824
4508	CAGL0L11616g	503	1300	1082	938	1094	1706	538	924	4198
4509	CAGL0L11638g	2152	1033	1275	3053	1380	1291	1966	874	4454
4510	CAGL0L11660g	814	336	989	893	829	597	1053	78	4359
4511	CAGL0L11704g	637	1007	954	836	1125	1145	680	547	3849
4512	CAGL0L11726g	409	1192	1158	629	1100	1302	462	766	4022
4513	CAGL0L11748g	605	1164	896	752	875	758	602	309	2961
4514	CAGL0L11770g	2160	934	2625	2432	2309	2377	2121	1017	12599
4515	CAGL0L11792g	3451	3898	3882	3656	3142	2956	2952	691	13200
4516	CAGL0L11814g	2150	10846	8531	7124	8786	14013	2920	3082	36160
4517	CAGL0L11836g	558	1450	1233	751	1238	1197	635	216	4307
4518	CAGL0L11858g	455	891	800	810	792	696	660	165	2433
4519	CAGL0L11880g	1332	3202	3125	2262	3119	3926	1375	2528	13123
4520	CAGL0L11902g	253	1420	1886	386	1509	1604	294	514	5409
4521	CAGL0L11924g	401	469	1024	402	775	690	438	185	3912
4522	CAGL0L11946g	346	742	869	722	802	860	579	163	3130
4523	CAGL0L11968g	128	73	191	123	140	241	123	51	656
4524	CAGL0L11990g	72	108	189	102	160	145	68	33	523
4525	CAGL0L12012g	151	2510	1684	788	1687	2174	566	528	6481
4526	CAGL0L12034g	686	1225	1189	1104	1181	1318	746	719	3619
4527	CAGL0L12056g	5744	8563	10185	8344	9135	10252	7308	2659	28623
4528	CAGL0L12078g	3268	10064	10611	7656	9176	10318	5872	2273	42045
4529	CAGL0L12100g	1	7	6	7	7	6	3	1	19
4530	CAGL0L12122g	6	18	13	25	18	16	3	1	47
4531	CAGL0L12144g	532	1177	1083	929	928	974	883	227	3067
4532	CAGL0L12166g	26	37	65	40	34	18	32	77	96
4533	CAGL0L12188g	914	1404	2074	1538	1814	2443	1270	878	7187
4534	CAGL0L12210g	963	1635	2088	1597	1679	2191	1162	920	7678
4535	CAGL0L12232g	829	2038	1538	1089	1334	1568	938	842	5131
4536	CAGL0L12254g	282	919	1243	516	967	1027	490	486	4401
4537	CAGL0L12276g	311	607	979	430	818	769	360	104	3153
4538	CAGL0L12298g	450	894	1622	716	1057	1013	703	231	4927
4539	CAGL0L12320g	1	1	21	8	16	12	25	5	64
4540	CAGL0L12342g	631	2212	2303	1290	1857	2432	1084	642	7597
4541	CAGL0L12364g	11139	20467	22677	13226	19478	25852	13116	60559	85426
4542	CAGL0L12386g	434	839	696	745	670	830	608	479	2185
4543	CAGL0L12408g	839	690	941	1203	930	820	1045	680	4414
4544	CAGL0L12452g	4017	8960	9294	9060	8924	11436	5668	3245	35406
4545	CAGL0L12474g	1282	6722	4450	2789	3816	5756	1724	2685	13772
4546	CAGL0L12496g	18	238	187	65	170	193	17	59	511
4547	CAGL0L12518g	1	1	2	1	3	5	1	1	5
4548	CAGL0L12540g	7463	11402	10805	9311	9193	9268	7600	2473	31678
4549	CAGL0L12562g	271	1230	1323	359	1080	1621	297	623	4422
4550	CAGL0L12584g	744	1322	1332	976	1534	1659	799	704	4064
4551	CAGL0L12606g	428	1053	802	558	846	737	315	280	2141
4552	CAGL0L12628g	164	562	373	199	265	393	163	118	922
4553	CAGL0L12650g	661	1898	1799	1299	1519	2240	781	755	6670
4554	CAGL0L12672g	4039	2710	3672	5269	3756	4268	3932	2276	14753
4555	CAGL0L12694g	49	37	90	52	83	110	43	123	304
4556	CAGL0L12716g	386	1311	1224	793	986	1513	485	1072	4381
4557	CAGL0L12738g	113	466	375	194	280	283	117	199	819
4558	CAGL0L12760g	10063	17398	14103	14403	13368	15966	9041	10858	55894
4559	CAGL0L12782g	433	489	530	717	451	657	424	516	1723
4560	CAGL0L12804g	4716	6459	7694	6824	6963	8359	5609	3742	27700
4561	CAGL0L12826g	127	272	394	164	274	262	244	11	1253
4562	CAGL0L12848g	841	2415	2620	1617	2082	2932	1816	707	8805
4563	CAGL0L12870g	20527	31525	31307	33097	27080	30210	21585	2852	122897
4564	CAGL0L12892g	212	503	373	379	330	279	306	31	1181
4565	CAGL0L12914g	2320	3721	8143	4806	5473	6341	5656	828	29154
4566	CAGL0L12936g	4506	8395	8096	7551	8078	9644	4990	2411	25826
4567	CAGL0L12958g	383	1097	1063	938	738	1278	685	288	2943
4568	CAGL0L12980g	1178	2432	2205	2648	2162	2775	1845	1053	8346
4569	CAGL0L13002g	772	2519	1798	2593	1780	2709	1076	2863	11392
