"","gene","baseMean","log2FC","stderror","padj"
"1","CAGL0H10076g",29.2733699499738,-4.54373314223839,0.834824883098634,2.73367839040284e-06
"2","CAGL0M03305g",110.202484959315,-4.28005705751919,0.91451166112269,8.46052364089343e-05
"3","CAGL0E02255g",540.028627937117,-3.83491992181188,0.820623234733023,8.56147757185731e-05
"4","CAGL0D05720g",6.07351140607829,-3.66480427763785,1.27990176999268,0.026389477030707
"5","CAGL0L10142g",38.7922170012492,-3.5676683631826,0.680932326856002,7.34490677109085e-06
"6","CAGL0L01551g",895.751388512006,-3.40355469920249,0.301398668711923,2.58833930789843e-26
"7","CAGL0B03611g",15.6198077872738,-3.28999106337399,1.03994024205365,0.0129362142438302
"8","CAGL0C02211g",468.830639728457,-3.07166395804359,0.413472954671831,2.06623543841467e-11
"9","CAGL0L08448g",173.913871010813,-3.06115908796699,0.674558338665519,0.00014643629818774
"10","CAGL0K06259g",2486.73440453132,-2.96723925302027,0.656415959929363,0.000157605150993077
"11","CAGL0G05632g",72.9392454101911,-2.9082910598721,0.685488596697999,0.000447568627853079
"12","CAGL0K00605g",280.71399550781,-2.89340900737985,0.405995640436624,1.64036707944756e-10
"13","CAGL0D04620g",137.459712323447,-2.80361081800739,0.605060859324305,0.000101374888179641
"14","CAGL0D01265g",10173.7120799854,-2.75550782952014,0.694890415304472,0.00117290203835105
"15","CAGL0H08712g",121.343344128754,-2.69179106493737,0.575661166608371,8.53507194992568e-05
"16","CAGL0K11880g",12.4746008408432,-2.55921370428737,0.853728046661902,0.0194537511041753
"17","CAGL0H08778g",282.002090610323,-2.54741640787183,0.420466605344951,1.11324731535792e-07
"18","CAGL0M02189g",25.3012986208955,-2.54624690469313,0.714817919139238,0.00416531816479011
"19","CAGL0H02695g",748.314606453254,-2.50901582105483,0.729462671097874,0.00596250133758191
"20","CAGL0L01831g",17.5320320436182,-2.50863866903234,0.971633560425025,0.0489979060306177
"21","CAGL0C05115g",715.081799755325,-2.46470118018696,0.811397351596272,0.01751980242454
"22","CAGL0H01177g",2373.40129234781,-2.44769605723207,0.563184465451911,0.000315784469551046
"23","CAGL0E01353g",3460.1922613132,-2.43150186298403,0.552955507625549,0.000260542802342906
"24","CAGL0B02970g",568.641546214758,-2.38756071680143,0.50480894925051,6.91853246829265e-05
"25","CAGL0I09592g",826.169278591062,-2.38494109002863,0.387316877020273,6.28524667301541e-08
"26","CAGL0I10791g",389.342372884073,-2.34943307991853,0.728720432016534,0.010938102235793
"27","CAGL0L05346g",66.2195315821222,-2.33459409079159,0.45194315569299,1.03662748681982e-05
"28","CAGL0F07579g",8209.69461479077,-2.3151383862508,0.62791988653493,0.00279863720595953
"29","CAGL0F07601g",22758.2523096894,-2.30246709975192,0.554438188053832,0.000628473441834528
"30","CAGL0J06050g",294.618190190599,-2.29552146517838,0.628301485438482,0.00310435015705871
"31","CAGL0J11638g",655.320614852632,-2.27582735230226,0.523502109614698,0.000315554673240388
"32","CAGL0B00792g",170.506986926823,-2.25774860775553,0.507752539346989,0.000215239165900637
"33","CAGL0H02431g",33.1356920603393,-2.22581903824086,0.690309630751713,0.010938102235793
"34","CAGL0H00704g",2015.88974884213,-2.15705311975256,0.620133287519679,0.00531100615543415
"35","CAGL0B04433g",1297.08293519159,-2.15187010628239,0.508598603827011,0.000462274203535477
"36","CAGL0A04169g",708.67818354579,-2.12061932047808,0.6569109467027,0.0108370284892424
"37","CAGL0E02915g",455.720394473271,-2.11515284494886,0.61929290009366,0.00640068318217703
"38","CAGL0I10494g",6855.72329403712,-2.10875628177783,0.632934224783116,0.0082222491793688
"39","CAGL0I06204g",3380.33700730266,-2.03656547315143,0.624939995152906,0.00995203529961307
"40","CAGL0M10219g",197.100625597509,-2.02385521989331,0.488922563031624,0.000653618502734818
"41","CAGL0F04499g",4182.52317573398,-2.0134709342432,0.438066215780453,0.000118216885383643
"42","CAGL0J03146g",2958.27909013557,-2.00422107993565,0.472097974994565,0.000443983165579157
"43","CAGL0L13156g",178.920501417201,-1.98183420283672,0.435496540725919,0.000139972510343015
"44","CAGL0A00495g",1044.91538378764,-1.96403974042942,0.431850743008068,0.000141114537064302
"45","CAGL0G03927g",79.6646538333202,-1.96122127293503,0.533283825566841,0.00288943055910551
"46","CAGL0M10021g",205.381819251683,-1.94962831119124,0.389437931175633,2.17402063057105e-05
"47","CAGL0F00407g",3164.47197949744,-1.9139080591826,0.344826941663848,1.56533730046434e-06
"48","CAGL0M04873g",2411.3700874645,-1.91000866222058,0.648383279450443,0.021959118813822
"49","CAGL0M06655g",2099.31041689457,-1.89291619000599,0.679348994042242,0.0314637906345987
"50","CAGL0A01474g",483.693787083524,-1.889560427297,0.649851236539028,0.0238606340728242
"51","CAGL0C01749g",503.262464143823,-1.85763680151859,0.447336964382484,0.000628473441834528
"52","CAGL0I00550g",133.619806213941,-1.85488673404505,0.428957052079315,0.000335726548404299
"53","CAGL0B02057g",61.0338457706675,-1.82028829743273,0.53787361173587,0.00702227940421816
"54","CAGL0I10384g",1191.41663891005,-1.80248635374549,0.309358824678838,4.01345922506238e-07
"55","CAGL0K01859g",2581.35080432716,-1.79276739851381,0.538245229219706,0.00823504103912608
"56","CAGL0L06446g",263.106818415368,-1.77701025582567,0.659178525213951,0.0383185222264967
"57","CAGL0G05742g",987.262722405554,-1.77149986555361,0.235961083431802,1.18271120057028e-11
"58","CAGL0H09724g",1459.44181167043,-1.76855278626133,0.40769643871489,0.000322126555735224
"59","CAGL0E03245g",4216.28786115949,-1.76270791829922,0.306411921264897,5.53520748589427e-07
"60","CAGL0L06314g",1045.28337516264,-1.75529498189477,0.513832434093583,0.00639796351494058
"61","CAGL0K07007g",246.059549876853,-1.74398793199646,0.458038790608701,0.00192155687857255
"62","CAGL0D00462g",335.299221024746,-1.74278743660683,0.520066653606388,0.00778429625643089
"63","CAGL0G08668g",1691.29013885359,-1.73955717689485,0.343085240310817,1.62213787224105e-05
"64","CAGL0H04829g",56.2159286869586,-1.73143148007285,0.662362918640943,0.0456444672267644
"65","CAGL0L11660g",659.414634324718,-1.7231821709945,0.536573867918635,0.0112200499333709
"66","CAGL0M10197g",1203.40518920583,-1.72212167755549,0.461843450319735,0.00246825152210576
"67","CAGL0G05467g",211.522783629052,-1.71924730323967,0.467951592162389,0.0029165247390698
"68","CAGL0E05500g",1661.00566390898,-1.71608743161686,0.375184664105534,0.000129216480266017
"69","CAGL0G05896g",2505.11617170743,-1.71555341796607,0.520123424333661,0.00894717926093987
"70","CAGL0M05599g",1746.15642062337,-1.71068158213094,0.457894639232711,0.00241716004955107
"71","CAGL0I01166g",801.388481757275,-1.7099204637917,0.518726054396705,0.00899408281722429
"72","CAGL0D02530g",1939.03777633967,-1.70145211482648,0.285097264546659,1.83071077640914e-07
"73","CAGL0H09064g",3118.59483710299,-1.68752864498269,0.446425305596756,0.00209547212674994
"74","CAGL0H02123g",39.4976301366873,-1.68622435484776,0.499434385818926,0.00716677365568431
"75","CAGL0H03773g",1172.80416267548,-1.68479009377367,0.438191193203465,0.00171547674581086
"76","CAGL0F01463g",82343.7650302626,-1.68281066594723,0.57881142399285,0.0238606340728242
"77","CAGL0M10307g",133.875418450463,-1.68174191268404,0.564074256167299,0.0202626695207376
"78","CAGL0C02057g",109.054091662006,-1.67806129094072,0.630661860176518,0.0414631861632968
"79","CAGL0J02816g",1986.43911532523,-1.67764059889001,0.291462702211192,5.49936208027327e-07
"80","CAGL0L00341g",1985.20124541576,-1.67498116581852,0.287710864425591,4.04645219964119e-07
"81","CAGL0E03289g",2732.49640218077,-1.65067884315941,0.497799834515485,0.00854109497688735
"82","CAGL0C04389g",20979.372429538,-1.64494495708547,0.474481382298808,0.00547663063430442
"83","CAGL0D04884g",1303.35188481751,-1.64033407089149,0.42497802784257,0.00162754647237209
"84","CAGL0L02871g",2495.77074234131,-1.63921165162233,0.337797570530281,4.27683222145527e-05
"85","CAGL0M07920g",69804.2407254865,-1.63834388101561,0.572249904365666,0.026389477030707
"86","CAGL0K07634g",250.048521919406,-1.63083136391835,0.549703733685055,0.0209652126854095
"87","CAGL0L01397g",743.272970782586,-1.62904173374501,0.498800425956034,0.0097588391501172
"88","CAGL0D02860g",290.487179539639,-1.62475279976725,0.345210375118548,7.56690589565999e-05
"89","CAGL0G07249g",395.520391396155,-1.6193355783571,0.619963936422596,0.0457835067635808
"90","CAGL0F07645g",440.972406750811,-1.61381820506216,0.353808079888564,0.000135916895656006
"91","CAGL0L11176g",200.34635539481,-1.60724479000408,0.588693487188876,0.0357917170006865
"92","CAGL0B01507g",516.296663602849,-1.60428722530798,0.270738861485885,2.26983546883112e-07
"93","CAGL0B00594g",18252.197787862,-1.59410062487677,0.371998002370921,0.000385149015866607
"94","CAGL0L04026g",808.467207832237,-1.58942623682715,0.325067845359996,3.66043542962249e-05
"95","CAGL0M03773g",4154.30051716437,-1.58886780391564,0.408229123635295,0.00147941564138475
"96","CAGL0L04950g",1605.66165873855,-1.58576331026414,0.265961369518055,1.86659591736136e-07
"97","CAGL0J08822g",427.509149603311,-1.58358859940885,0.293143875774768,3.26536822636882e-06
"98","CAGL0C03740g",198.328349390399,-1.57950003188218,0.330768122497017,5.76384996886992e-05
"99","CAGL0K01551g",1184.79471192303,-1.57399899590939,0.281897026007005,1.31341950253536e-06
"100","CAGL0L10252g",145.546251409204,-1.57239406266921,0.379216424270281,0.000636272614898614
"101","CAGL0L06424g",18364.9576787015,-1.5701524539378,0.307785854928538,1.41072454861458e-05
"102","CAGL0F03927g",6665.34978041704,-1.56798789160587,0.369153317832393,0.000441454946755359
"103","CAGL0E04224g",588.61446767853,-1.56792246262821,0.548827927771294,0.0267399184694288
"104","CAGL0M04279g",1129.15573931111,-1.5448847863832,0.356264308613365,0.000323019850914851
"105","CAGL0G04631g",5630.33910763792,-1.54338706624323,0.303257751428894,1.47941823579429e-05
"106","CAGL0J04576g",551.168482605872,-1.54165470893067,0.526449565908049,0.0228603756778733
"107","CAGL0J05984g",1126.75994205455,-1.53496525087471,0.353631472296649,0.000319985729361653
"108","CAGL0D01716g",1495.4737054738,-1.53284281082224,0.476549454355361,0.0111051259595123
"109","CAGL0J11748g",7501.62584951377,-1.52985067224194,0.244362033591059,3.37631570578058e-08
"110","CAGL0C03369g",3520.2098360542,-1.52353531961735,0.316104340074752,4.89351451036173e-05
"111","CAGL0F09075g",2142.51345176031,-1.52215143124995,0.398511060234226,0.0018496475922929
"112","CAGL0G02629g",517.538536152628,-1.5207202559631,0.323517729733289,7.74638132371346e-05
"113","CAGL0M12430g",11905.2482074288,-1.51950343066106,0.319710923471804,6.32503149150952e-05
"114","CAGL0J11154g",1131.4992250801,-1.51401653217762,0.345902304583222,0.00028311370532926
"115","CAGL0A04015g",4207.93748913313,-1.5049498381501,0.380845343619261,0.00121377505819776
"116","CAGL0J10912g",1334.80324867973,-1.49662488192678,0.267606155943121,1.26879980745431e-06
"117","CAGL0H04455g",260.533676816155,-1.49392639581783,0.380975697855777,0.00133432353076702
"118","CAGL0M02783g",304.257701367898,-1.48546794406545,0.449058992259883,0.00872468330244204
"119","CAGL0M06677g",10350.2348575472,-1.48500247381265,0.275753717388194,3.55183000124482e-06
"120","CAGL0J11066g",1694.48124924794,-1.48484389414884,0.309098626718465,5.16212063513178e-05
"121","CAGL0K10780g",8909.2664476738,-1.48327498184126,0.372891656241222,0.00112406950033616
"122","CAGL0H03377g",1220.36074357902,-1.47631103394395,0.387931535890209,0.00192726466307448
"123","CAGL0J00473g",1094.94078370429,-1.46233375293868,0.350580280762988,0.000588306805030356
"124","CAGL0G02079g",11620.8734074285,-1.46191058335791,0.565954080922831,0.0488736770767984
"125","CAGL0F06501g",644.695011465102,-1.45927599155843,0.352967345906001,0.000661040518033134
"126","CAGL0L08110g",25074.0949975123,-1.45008466138878,0.497402803565468,0.0234409224651255
"127","CAGL0H05379g",1415.26656954726,-1.44949755271795,0.386665875807354,0.00233311019928223
"128","CAGL0H07205g",287.758255669436,-1.4462671148091,0.499933083339366,0.0246065876205493
"129","CAGL0L02799g",3764.87330917835,-1.43643105324212,0.466006453168528,0.0157775662824864
"130","CAGL0G02387g",225.594335909945,-1.43494640148529,0.545856185294238,0.0443729499263501
"131","CAGL0M11110g",702.391307907771,-1.42747231996872,0.295624960598527,4.77446103300351e-05
"132","CAGL0G05808g",321.167220507069,-1.4183150027218,0.427230750416882,0.00847109097752014
"133","CAGL0M07700g",358.850675877025,-1.41459355291398,0.437801749416051,0.0107990277982426
"134","CAGL0K02233g",1260.20707441825,-1.41237108662823,0.302238647511806,8.56147757185731e-05
"135","CAGL0I04818g",1151.37498180368,-1.40855417273661,0.244712166412644,5.49936208027327e-07
"136","CAGL0K06567g",1652.24657544955,-1.40852734650565,0.462169320685611,0.0171172222643905
"137","CAGL0F08129g",2189.37395873053,-1.4032329009396,0.264144276877217,5.11578120650998e-06
"138","CAGL0F01023g",870.516678744392,-1.4030022795503,0.295656639091523,6.47958012649906e-05
"139","CAGL0M13519g",1580.87766522039,-1.40053117335193,0.345932724576426,0.000904211007109616
"140","CAGL0F00561g",744.300220730697,-1.39826408731772,0.323140384716871,0.000333941940350807
"141","CAGL0F05885g",840.338563632372,-1.39579695709335,0.270108342569925,1.03511774817509e-05
