"","gene","baseMean","log2FC","stderror","padj","standard_cg","database_cg","systematic_sc","standard_sc","database_sc"
"181","CAGL0I06490g",1203.85860436382,-1.50992913951111,0.200025814849109,1.17713516258424e-12,"","CAL0132614","YPR169W","JIP5","S000006373"
"182","CAGL0I07975g",1740.76284999464,-1.61722717424954,0.175288123221929,1.95125466227268e-18,"","CAL0130217","YOL077C","BRX1","S000005437"
"183","CAGL0I08393g",1244.60908861575,-1.1254900613559,0.298321395877399,0.000762528835294311,"TIF3","CAL0132098","YPR163C","TIF3","S000006367"
"184","CAGL0I08547g",2905.18627877419,-1.36855496503208,0.2295644704621,3.1273788879479e-08,"","CAL0132088","YER156C","MYG1","S000000958"
"185","CAGL0I09152g",334.132824502245,-1.26754157657659,0.23789004388112,9.4907735728614e-07,"","CAL0132262","YBR257W","POP4","S000000461"
"186","CAGL0I09196g",263.589585694306,-1.08898311865643,0.231551043950522,1.87632957683921e-05,"","CAL0130133","YBR259W","YBR259W","S000000463"
"187","CAGL0I09438g",478.435984438028,-1.14227310455542,0.190745352541108,2.67098807234963e-08,"","CAL0130029","YBR271W","EFM2","S000000475"
"188","CAGL0I09592g",1173.85545174451,-3.1263125265861,0.283315980409883,3.42330736812456e-26,"","CAL0132382","YOR303W","CPA1","S000005829"
"189","CAGL0I09746g",2437.45032734646,-1.12633091698367,0.293430256505132,0.000604578981335975,"","CAL0129915","YOR307C","SLY41","S000005834"
"190","CAGL0I09790g",6919.1358847848,-1.48060785818307,0.233822871994591,3.52792584352681e-09,"","CAL0132264","YOR310C","NOP58","S000005837"
"191","CAGL0I09856g",2306.83775988102,-1.08023429817917,0.21111592315302,2.65498563508273e-06,"","CAL0132162","YOR315W","SFG1","S000005842"
"192","CAGL0I10384g",2079.70825738117,-1.07515180659957,0.231186359483409,2.34364953634909e-05,"TPO3","CAL0130223","YGR138C","TPO2","S000003370"
"193","CAGL0I10494g",12080.4598938682,-1.22566974136325,0.250681135612148,7.88838932963862e-06,"","CAL0132544","YGR131W","FHN1","S000003363"
"194","CAGL0I10560g",1629.73306176142,-1.39641169534817,0.181681183258059,4.2436465466102e-13,"","CAL0132664","YGR128C","UTP8","S000003360"
"195","CAGL0J00385g",1184.91489516097,-1.33218419611491,0.233632836324276,1.31985359112895e-07,"","CAL0133680","YHR049W","FSH1","S000001091"
"196","CAGL0J00473g",1602.44279189663,-1.69340659137355,0.211854159952316,4.2441349140438e-14,"","CAL0133592","YHR052W","CIC1","S000001094"
"197","CAGL0J00649g",4085.68676617842,-1.03732889981307,0.228815099982569,3.86745146107122e-05,"","CAL0132936","YHR025W","THR1","S000001067"
"198","CAGL0J00957g",3161.33770996102,-1.42504987245679,0.211831764000746,3.01534809641237e-10,"","CAL0133654","YLR009W","RLP24","S000003999"
"199","CAGL0J01023g",352.166773998188,-1.88811066338981,0.281687065707946,3.49174179799494e-10,"","CAL0133650","YJL035C","TAD2","S000003572"
"200","CAGL0J01045g",1644.08478529828,-1.06955585780163,0.182543283965399,5.55712778723192e-08,"","CAL0132906","YJL033W","HCA4","S000003570"
"201","CAGL0J01265g",6608.34948980718,-1.42754194929553,0.214278152601656,4.52274816168091e-10,"","CAL0129832","YMR093W","UTP15","S000004699"
"202","CAGL0J01848g",6673.68781991443,-1.8101122934106,0.257704847023204,4.35287981937541e-11,"","CAL0132808","YPR010C","RPA135","S000006214"
"203","CAGL0J02376g",977.804549479338,-1.44112250036955,0.19435847124537,2.93236396681221e-12,"","CAL0133532","YIL019W","FAF1","S000001281"
"204","CAGL0J02816g",2980.50209675401,-1.77010256095243,0.223967836084475,8.33649253124272e-14,"","CAL0133016","YER049W","TPA1","S000000851"
"205","CAGL0J03146g",4644.44840495291,-1.7870787594248,0.191458802193862,7.73180440673478e-19,"","CAL0133210","YER070W","RNR1","S000000872"
"206","CAGL0J03234g",42909.9890474735,-1.05229763029142,0.26422538054818,0.000355120460237565,"","CAL0132956","YER074W","RPS24A","S000000876"
"207","CAGL0J03476g",2470.4157201575,-1.58422991892531,0.184228101193337,3.71808459791536e-16,"","CAL0133264","YCR072C","RSA4","S000000668"
"208","CAGL0J04070g",3330.60581006088,-1.28530694841153,0.208976217905081,1.06229027186069e-08,"","CAL0133078","YOR224C","RPB8","S000005750"
"209","CAGL0J04598g",1680.50123577853,-1.11936030068555,0.246312407794895,3.69562505324766e-05,"","CAL0133520","YLR420W","URA4","S000004412"
"210","CAGL0J04928g",943.949336760444,-1.10502687178585,0.268185786889505,0.000211330846562506,"","CAL0133484","YJL050W","MTR4","S000003586"
"211","CAGL0J04950g",517.026960854747,-1.42282828575801,0.19647945226485,9.99795963940386e-12,"","CAL0133716","YJL051W","IRC8","S000003587"
"212","CAGL0J05698g",1672.91431810209,-1.1454425887083,0.185068835643757,8.42795214195326e-09,"","CAL0132874","YNL151C","RPC31","S000005095"
"213","CAGL0J05984g",1682.636853813,-1.65407087551339,0.249963905158061,6.00744067951395e-10,"","CAL0133440","YNL141W","AAH1","S000005085"
"214","CAGL0J06050g",540.235602501197,-1.14648677676225,0.293354235091044,0.000470668466874482,"","CAL0133216","YNL160W","YGP1","S000005104"
"215","CAGL0J07436g",2103.42075612445,-1.04080528042565,0.210383418970012,6.02120809432474e-06,"PDR16","CAL0132814","YNL231C","PDR16","S000005175"
"216","CAGL0J07700g",126.184521025476,-1.17608152137939,0.312961738085858,0.000804621175268705,"","CAL0133598","YNL245C","CWC25","S000005189"
"217","CAGL0J07766g",2359.91900341107,-1.6416935731672,0.18607099611638,5.93750370714092e-17,"","CAL0133362","YNL248C","RPA49","S000005192"
"218","CAGL0J08822g",672.844592824185,-1.40124844838038,0.210356819879723,4.52923816809561e-10,"","CAL0133554","YLR210W","CLB4","S000004200"
"219","CAGL0J09460g",446.799654199383,-1.4130167864133,0.246121328807794,1.06993916673119e-07,"","CAL0132784","YIL079C","AIR1","S000001341"
"220","CAGL0J09614g",4012.47364600647,-1.1905897176703,0.207271640343815,1.05376132317081e-07,"","CAL0133268","YDL208W","NHP2","S000002367"
"221","CAGL0J09746g",2009.33009174233,-1.4552402479758,0.191627223428454,8.38544642749109e-13,"","CAL0132768","YDL201W","TRM8","S000002360"
"222","CAGL0J10010g",1955.06890544612,-1.33475456173454,0.192322414014241,7.65695474673202e-11,"","CAL0133494","YNL062C","GCD10","S000005006"
"223","CAGL0J10032g",2519.85504240917,-1.60873241104781,0.196667094388731,1.0373631659894e-14,"","CAL0133608","YNL061W","NOP2","S000005005"
"224","CAGL0J10252g",2530.13146453184,-1.73747443251459,0.201547471389196,3.17346681652206e-16,"","CAL0133444","YNL075W","IMP4","S000005019"
"225","CAGL0J10318g",5665.32231582686,-1.07273503454701,0.249187580260515,9.98453321518428e-05,"","CAL0129469","YNL078W","NIS1","S000005022"
"226","CAGL0J10362g",1471.2571588649,-1.01959216434535,0.188509009055853,6.23073373449601e-07,"","CAL0132762","YGL101W","YGK1","S000003069"
"227","CAGL0J10802g",7842.8981268809,-1.28246907061287,0.193807810509321,6.00744067951395e-10,"","CAL0132862","YHR072W-A","NOP10","S000007455"
"228","CAGL0J10890g",6214.20923904773,-1.54187363053358,0.189522314368312,1.44531156899538e-14,"","CAL0129437","YDR312W","SSF2","S000002720"
"229","CAGL0J11066g",2389.7796862908,-1.95694659900362,0.202841529068327,4.34045745306855e-20,"","CAL0133540","YLR002C","NOC3","S000003992"
"230","CAGL0J11132g",4100.03248215164,-1.15555291827807,0.176607845247707,9.57958470527931e-10,"","CAL0133334","YNL173C","MDG1","S000005117"
"231","CAGL0J11154g",1653.88995459229,-1.75598555181583,0.232903622223985,1.24265207272676e-12,"","CAL0132978","YNL175C","NOP13","S000005119"
"232","CAGL0J11286g",1543.70003179571,-1.06964646738912,0.2138881002375,4.65090596359277e-06,"","CAL0133448","YNL182C","IPI3","S000005126"
"233","CAGL0J11462g",79.1165950712005,-1.40188863986157,0.493645302349451,0.0137176793888519,"","CAL0133146","YNL190W","YNL190W","S000005134"
"234","CAGL0J11638g",1076.53407920314,-1.72943826792485,0.224964072096547,4.21565381903252e-13,"","CAL0133112","YMR001C","CDC5","S000004603"
"235","CAGL0J11748g",11758.6759263024,-1.37443796935974,0.200030837254472,1.2077947617618e-10,"PLB2","CAL0133296","YMR006C","PLB2","S000004608"
"236","CAGL0K00605g",445.136764198077,-2.45485226122935,0.256776668406594,9.48385179373336e-20,"","CAL0134181","YJL194W","CDC6","S000003730"
"237","CAGL0K00759g",1582.33007027728,-1.14130565084358,0.265872022717775,0.000104576788917215,"ZPR1","CAL0134385","YGR211W","ZPR1","S000003443"
"238","CAGL0K01155g",2940.32025891496,-1.07268401967261,0.193315265634236,3.01722790010254e-07,"","CAL0134867","YGR079W","YGR079W","S000003311"
"239","CAGL0K01551g",1724.0069324647,-1.85308753135571,0.204571556519975,8.49726865568882e-18,"","CAL0134057","YDL031W","DBP10","S000002189"
"240","CAGL0K01859g",4242.2287093416,-1.35950854692457,0.281814602571345,1.07145178046256e-05,"","CAL0134523","YDL014W","NOP1","S000002172"
"241","CAGL0K02211g",1550.17499918854,-1.74383024631398,0.188199395189813,1.40387023078854e-18,"","CAL0134305","YER127W","LCP5","S000000929"
"242","CAGL0K02233g",1955.04032408389,-1.31502384617526,0.221901844227189,3.80501837374364e-08,"","CAL0134657","YER126C","NSA2","S000000928"
"243","CAGL0K02277g",4101.55996193313,-1.03930038751743,0.253330397419217,0.000226781316974264,"","CAL0134215","YER124C","DSE1","S000000926"
"244","CAGL0K02431g",1162.05640439491,-1.0473743948727,0.165935255703865,3.9897215114538e-09,"","CAL0134487","YPR019W","MCM4","S000006223"
"245","CAGL0K03795g",2831.22413616408,-1.64246631050175,0.20855800725804,1.03094242114613e-13,"","CAL0134077","YMR128W","ECM16","S000004735"
"246","CAGL0K03861g",2525.36799386128,-1.0904752211134,0.209327642616632,1.6964317607776e-06,"","CAL0134563","YMR131C","RRB1","S000004738"
"247","CAGL0K04499g",11186.9322776587,-1.03935615339216,0.203694848811861,2.84381547585264e-06,"","CAL0134069","YGR061C","ADE6","S000003293"
"248","CAGL0K05555g",2715.51148950389,-1.02517866947822,0.168330338098464,1.49667856133285e-08,"","CAL0134195","YOR078W","BUD21","S000005604"
"249","CAGL0K06061g",58231.1496854145,-1.13713207389275,0.295747388153456,0.000591208558034526,"","CAL0133871","YLR264W","RPS28B","S000004254"
"250","CAGL0K06215g",766.02323255147,-1.56769908659581,0.178956515684846,9.95394579745871e-17,"","CAL0134477","YDR449C","UTP6","S000002857"
"251","CAGL0K06259g",4120.27830029872,-2.11682794879343,0.315268489546814,3.26056290317797e-10,"TSA1","CAL0134717","YDR453C","TSA2","S000002861"
"252","CAGL0K06567g",2722.50210942774,-1.03565109752893,0.302854449739714,0.00258570416682181,"","CAL0134711","YDR471W","RPL27B","S000002879"
"253","CAGL0K07007g",431.889304539296,-1.00226535023836,0.290467408113228,0.00233792412728799,"","CAL0134107","YBR238C","YBR238C","S000000442"
"254","CAGL0K07414g",54314.7494129614,-1.01517520031822,0.292655594438794,0.00220260711273564,"","CAL0134233","YMR242C","RPL20A","S000004855"
"255","CAGL0K07458g",2663.05672301988,-1.01508758563864,0.173035013207635,5.33458146059104e-08,"","CAL0133905","YKL126W","YPK1","S000001609"
"256","CAGL0K07634g",415.698317615569,-1.16816237177599,0.308135294494002,0.000717191313753905,"GAT1","CAL0134543","YFL021W","GAT1","S000001873"
"257","CAGL0K09042g",1460.51718355305,-1.57141608096291,0.22613162658696,7.27291982335825e-11,"","CAL0134267","YOR252W","TMA16","S000005778"
"258","CAGL0K09284g",1527.34012107626,-1.81834889006513,0.241946312990178,1.47810947204236e-12,"","CAL0134373","YCR057C","PWP2","S000000653"
"259","CAGL0K09416g",1680.76369260484,-1.31243826799094,0.202417336792624,1.390282510528e-09,"","CAL0134641","YGL211W","NCS6","S000003179"
"260","CAGL0K09460g",1612.48369513013,-1.50247903713391,0.159850698123526,4.29778056477747e-19,"","CAL0134609","YOR145C","PNO1","S000005671"
"261","CAGL0K09614g",2614.54737677036,-1.46218581069812,0.240892129746853,1.68633102163857e-08,"","CAL0134347","YNL132W","KRE33","S000005076"
"262","CAGL0K09922g",5381.85926760934,-1.35793923293206,0.265471917236354,2.67292853558068e-06,"","CAL0134917","YOR359W","VTS1","S000005886"
"263","CAGL0K10208g",1472.93018521719,-1.04942797094123,0.165308949338054,3.19637455892453e-09,"","CAL0134435","YDR075W","PPH3","S000002482"
"264","CAGL0K10362g",472.417208313112,-1.04845711150134,0.198253282834859,1.14981169119627e-06,"","CAL0134693","YOR130C","ORT1","S000005656"
"265","CAGL0K10780g",14156.8337444548,-1.26778456288587,0.269487972124402,1.86599102722859e-05,"","CAL0133879","YML056C","IMD4","S000004520"
"266","CAGL0K11880g",22.9881702499329,-1.33341748855896,0.549380030609641,0.0378841567504995,"","CAL0134125","YDR033W","MRH1","S000002440"
"267","CAGL0K12210g",1144.89563750765,-1.06248988035109,0.266812427820043,0.000355372236920829,"","CAL0134647","YBR104W","YMC2","S000000308"
"268","CAGL0K12848g",12270.8006410782,-1.26538594548536,0.172924435942687,5.87935503689464e-12,"SEC53","CAL0134763","YFL045C","SEC53","S000001849"
"269","CAGL0L00341g",3036.82976108557,-1.64405447143098,0.170014823282171,3.54916163785229e-20,"","CAL0135574","YKL172W","EBP2","S000001655"
"270","CAGL0L01397g",1280.57640447171,-1.00498020561372,0.197876053518281,3.18966619095388e-06,"","CAL0135378","YEL032W","MCM3","S000000758"
"271","CAGL0L01551g",1388.23142940937,-3.14058814121031,0.226149400484992,3.44548135500071e-41,"","CAL0135756","YML052W","SUR7","S000004516"
"272","CAGL0L02849g",2075.47843962736,-1.17716468652935,0.223864079632999,1.33238355389752e-06,"","CAL0135910","YOR207C","RET1","S000005733"
"273","CAGL0L02871g",3743.85235122685,-1.72992264765246,0.223557917149928,2.96419051568874e-13,"","CAL0135872","YOR206W","NOC2","S000005732"
"274","CAGL0L02893g",701.007037730081,-1.21191120140806,0.212160946877289,1.25159089474242e-07,"","CAL0135692","YOR205C","GEP3","S000005731"
"275","CAGL0L03025g",960.856685251109,-1.41370952204415,0.233515764657124,1.8417062097028e-08,"","CAL0135550","YKR025W","RPC37","S000001733"
"276","CAGL0L03047g",1127.78425994687,-1.47693383207594,0.208841044660926,3.17110175105659e-11,"","CAL0135220","YKR024C","DBP7","S000001732"
"277","CAGL0L03740g",3582.99878829607,-1.56295009449753,0.186934190367384,2.55255380980638e-15,"RKI1","CAL0135496","YOR095C","RKI1","S000005621"
"278","CAGL0L03806g",2135.37583239739,-1.32303153056535,0.266192125950155,5.4086986738988e-06,"","CAL0135596","YNL110C","NOP15","S000005054"
"279","CAGL0L03846g",26736.0768223641,-1.69594386635228,0.180901950279511,5.33092654513169e-19,"","CAL0135480","YNL112W","DBP2","S000005056"
"280","CAGL0L03872g",697.727692300245,-1.15559149644872,0.198222495730581,6.50708816576467e-08,"","CAL0135526","YNL113W","RPC19","S000005057"
"281","CAGL0L04026g",1278.11091849831,-1.37464978973972,0.194345481603214,3.15734890590365e-11,"","CAL0135126","YNL119W","NCS2","S000005063"
"282","CAGL0L04928g",650.402370985795,-1.00610970412028,0.221303148176924,3.67956890798669e-05,"","CAL0135462","YKL068W","NUP100","S000001551"
"283","CAGL0L05170g",3376.01812809249,-1.08292255763797,0.219365754845871,6.30655751465487e-06,"","CAL0135290","YKL082C","RRP14","S000001565"
"284","CAGL0L05346g",123.53017545238,-1.09851884586473,0.285560953694786,0.000587131717800523,"","CAL0135214","YKL011C","CCE1","S000001494"
"285","CAGL0L05500g",1430.44261766025,-1.34991071500984,0.255957481416868,1.23309802637809e-06,"","CAL0136060","YJL122W","ALB1","S000003658"
"286","CAGL0L05566g",760.754701949882,-1.15541711237335,0.201590487591171,1.12232219515086e-07,"","CAL0135342","YJL125C","GCD14","S000003661"
"287","CAGL0L06314g",1550.98774872996,-1.93153544173382,0.245027811622849,9.76198784035997e-14,"","CAL0135380","YDR101C","ARX1","S000002508"
"288","CAGL0L07700g",158.26112551685,-1.73335128859816,0.32058940701719,6.28675070887679e-07,"","CAL0135712","YCR014C","POL4","S000000607"
"289","CAGL0L08008g",85.5384467928616,-1.6092225846703,0.374366610739819,0.000102347360493621,"","CAL0135720","YCR024C-A","PMP1","S000000619"
"290","CAGL0L08206g",2451.40525638583,-1.10633239263529,0.177946969961555,7.17709546068136e-09,"","CAL0135042","YCR035C","RRP43","S000000631"
"291","CAGL0L08448g",296.835595647013,-1.9892382704556,0.284967943357482,5.84009130075457e-11,"","CAL0136104","YPR149W","NCE102","S000006353"
"292","CAGL0L08756g",2803.10034034458,-1.47808311558255,0.214254596531788,1.01418983653972e-10,"","CAL0135914","YPL012W","RRP12","S000005933"
"293","CAGL0L09669g",1377.20588142145,-1.25946244027771,0.210917399545135,2.95948541099889e-08,"","CAL0136098","YKL014C","URB1","S000001497"
"294","CAGL0L10142g",62.4455446261332,-2.81476441245659,0.430469761950448,9.82284572583104e-10,"RSB1","CAL0135328","YOR049C","RSB1","S000005575"
"295","CAGL0L10252g",226.144782205624,-1.43350338797168,0.294476611530616,8.7237705819999e-06,"","CAL0135352","YOR058C","ASE1","S000005584"
"296","CAGL0L10626g",108.882682635379,-1.21268612894047,0.335657705729624,0.00135475986539419,"","CAL0135628","YMR198W","CIK1","S000004811"
"297","CAGL0L10846g",1566.29458983958,-1.17954977899579,0.157262316702771,1.64019326095859e-12,"","CAL0135124","YCR047C","BUD23","S000000643"
"298","CAGL0L10868g",3829.90815117543,-1.05756578010249,0.178080141053273,3.55090737572007e-08,"","CAL0135980","YOR271C","FSF1","S000005797"
"299","CAGL0L10890g",2490.62958895539,-2.1549620487011,0.163212315094062,2.79773839725568e-37,"","CAL0135158","YOR272W","YTM1","S000005798"
"300","CAGL0L10978g",2968.93606832551,-1.00505955747704,0.222438539428558,4.12648046430222e-05,"","CAL0135778","YOR276W","CAF20","S000005802"
"301","CAGL0L11594g",761.915566442667,-1.08148837852634,0.189449777911799,1.27586451016039e-07,"","CAL0135814","YOR119C","RIO1","S000005645"
"302","CAGL0L13068g",89.5453000794055,-1.17205009976437,0.340234158213599,0.0023837353614754,"","CAL0136086","YHR123W","EPT1","S000001165"
"303","CAGL0L13156g",260.091352402156,-2.37662507366904,0.285597239780978,3.36783911491188e-15,"","CAL0135822","YLR073C","RFU1","S000004063"
"304","CAGL0M00484g",1871.74060581459,-1.15476166121299,0.334175017283064,0.0023004641052922,"","CAL0136563","YJR133W","XPT1","S000003894"
"305","CAGL0M00638g",6367.19667897871,-1.04622189746297,0.182380168305457,1.09226977792718e-07,"FPR4","CAL0136625","YLR449W","FPR4","S000004441"
"306","CAGL0M00946g",1637.31984991858,-1.13620703756163,0.167552690127985,2.14624106827805e-10,"","CAL0136663","YLR435W","TSR2","S000004427"
"307","CAGL0M01056g",1444.11643728603,-1.81759545630948,0.200187431681367,7.14962611197213e-18,"","CAL0136789","YDR339C","FCF1","S000002747"
"308","CAGL0M01430g",2434.53499776371,-1.52181543929432,0.201807287559114,1.23591833779219e-12,"","CAL0137177","YDR324C","UTP4","S000002732"
"309","CAGL0M01716g",298.900377538637,-1.06723225597989,0.232351936708493,2.99783409485869e-05,"TEC1","CAL0136713","YBR083W","TEC1","S000000287"
"310","CAGL0M02123g",1604.23607572528,-1.2510979524985,0.208331665936661,2.43859863077321e-08,"","CAL0136827","YPL158C","AIM44","S000006079"
"311","CAGL0M02145g",1014.66001533694,-1.19210162723691,0.167369670035763,2.26629555194018e-11,"","CAL0136901","YPL157W","TGS1","S000006078"
"312","CAGL0M02409g",3396.20155648774,-1.34394430448355,0.211044049946257,2.81831203284072e-09,"","CAL0136237","YPL146C","NOP53","S000006067"
"313","CAGL0M03305g",176.331445866163,-3.22802540961568,0.88905090697105,0.0012727719476393,"","CAL0136875","YEL017C-A","PMP2","S000002103"
"314","CAGL0M03311g",1249.43871006399,-1.08716207660929,0.223456387839452,8.83074153676803e-06,"","CAL0136411","YEL017W","GTT3","S000000743"
"315","CAGL0M03751g",814.699879368096,-1.54265044288987,0.175848434760982,9.00902558181429e-17,"","CAL0136965","YNL299W","TRF5","S000005243"
"316","CAGL0M03773g",6846.36419984843,-1.16988347356076,0.208380234371545,2.12620669114198e-07,"","CAL0136829","YNL300W","TOS6","S000005244"
"317","CAGL0M03905g",2951.31532965819,-1.0766480755277,0.184184291568446,5.99140761418028e-08,"","CAL0136923","YNL308C","KRI1","S000005252"
"318","CAGL0M03949g",565.97460444936,-1.35477622555183,0.242635363868904,2.50411270776795e-07,"","CAL0136863","YNL310C","ZIM17","S000005254"
"319","CAGL0M04279g",1685.91065101513,-1.65653819028635,0.223329813635846,2.88739468922892e-12,"","CAL0137135","YLR129W","DIP2","S000004119"
"320","CAGL0M04719g",928.239262549849,-1.4579911636415,0.205002794615148,2.42652250822325e-11,"","CAL0136679","YOR287C","RRP36","S000005813"
"321","CAGL0M05599g",3044.83270381211,-1.00811251274479,0.237298228306088,0.000125971723761126,"","CAL0136649","YBR162C","TOS1","S000000366"
"322","CAGL0M06567g",573.857638301514,-1.01896996322597,0.206153507010879,6.13945976314882e-06,"","CAL0136531","YDR021W","FAL1","S000002428"
"323","CAGL0M06655g",3690.58345930431,-1.09001114122654,0.344486832243214,0.00559735412946698,"HHT2","CAL0136971","YNL031C","HHT2","S000004976"
"324","CAGL0M06677g",16068.9796323747,-1.37332289470187,0.199274239616799,1.06203199852304e-10,"HHF2","CAL0136709","YNL030W","HHF2","S000004975"
"325","CAGL0M07227g",3070.51880969904,-1.29030055176816,0.176570607858802,6.30464235206678e-12,"","CAL0136529","YHR196W","UTP9","S000001239"
"326","CAGL0M07678g",1772.65828844309,-1.28687720398083,0.166471836765588,3.12274318782634e-13,"","CAL0136503","YMR014W","BUD22","S000004616"
"327","CAGL0M07700g",581.035301514073,-1.11122090081076,0.240837974761799,2.73520061386988e-05,"","CAL0136779","YMR013C","SEC59","S000004615"
"328","CAGL0M09086g",1307.10820636591,-1.03244283085203,0.183037052367579,1.85124361190561e-07,"","CAL0136477","YJR092W","BUD4","S000003852"
"329","CAGL0M09779g",8160.9031437988,-1.33266264547837,0.239850251983086,2.89913668515803e-07,"CTS1","CAL0136945","YLR286C","CTS1","S000004276"
"330","CAGL0M09801g",994.989857719583,-1.1898508988601,0.192579637960929,8.9984816511443e-09,"","CAL0136847","YLR285W","NNT1","S000004275"
"331","CAGL0M09845g",2420.151436905,-1.3539435238872,0.218447278997474,8.0170350427095e-09,"","CAL0137437","YLR409C","UTP21","S000004401"
"332","CAGL0M10197g",1922.71682684784,-1.44438498248945,0.308094796926707,1.99753211929067e-05,"","CAL0137229","YKL009W","MRT4","S000001492"
"333","CAGL0M10219g",331.723827993865,-1.40835396310596,0.302155225698814,2.24367160984424e-05,"","CAL0137027","YKL008C","LAC1","S000001491"
"334","CAGL0M10307g",230.678537079964,-1.04608251506951,0.262860234888097,0.000358825629914759,"","CAL0136931","YKL004W","AUR1","S000001487"
"335","CAGL0M10681g",941.703274105102,-1.3026123260374,0.198628396831946,8.71984023309635e-10,"","CAL0136735","YNR024W","MPP6","S000005307"
"336","CAGL0M11066g",214.198513539879,-1.19071482684322,0.282525743088719,0.000144350763800158,"","CAL0136837","YGR109C","CLB6","S000003341"
"337","CAGL0M11110g",1055.13550240785,-1.49953760653675,0.210846882847859,2.42652250822325e-11,"","CAL0137061","YDR087C","RRP1","S000002494"
"338","CAGL0M11286g",422.53773564696,-1.05148474762226,0.207597465496047,3.40144232352702e-06,"","CAL0137331","YMR228W","MTF1","S000004841"
"339","CAGL0M11616g",6455.03960541851,-1.296109644396,0.28099519555213,2.75000200579806e-05,"","CAL0136417","YLR106C","REA1","S000004096"
"340","CAGL0M12122g",3769.88471067538,-1.22443474899802,0.190300499701226,1.90000321524202e-09,"","CAL0136391","YAL036C","RBG1","S000000034"
"341","CAGL0M12430g",18629.0953281343,-1.36713751082329,0.182141099211815,1.58210683268023e-12,"RHR2","CAL0136249","YIL053W","GPP1","S000001315"
"342","CAGL0M13519g",2300.76383074928,-1.65895683059915,0.237137729329038,5.28311611297968e-11,"","CAL0136209","YMR290C","HAS1","S000004903"
"343","CAGL0M13893g",1992.83702033135,-1.00118511786037,0.221300996177854,4.02714554315732e-05,"","CAL0137483","YMR309C","NIP1","S000004926"
"344","CAGL0M13915g",2481.88879507634,-1.01918661445421,0.18791693031809,5.77865553736447e-07,"","CAL0136257","YMR310C","UPA2","S000004927"
