"","gene","baseMean","log2FC","stderror","padj","gene_id_cbs138"
"70","GWK60_D05401",48002.2777043247,-1.91613653295557,0.184719470777977,1.11564950215718e-23,"CAGL0D05214g"
"71","GWK60_D05423",294.747921807798,-1.07845402328412,0.216461156421952,2.79310466028365e-06,"CAGL0D05236g"
"72","GWK60_D05687",1903.37953815922,-1.28297186510078,0.173564771645499,1.39787610673642e-12,"CAGL0D05500g"
"73","GWK60_D05775",2276.7368547196,-1.19742321648887,0.163228988902448,2.07775936528747e-12,"CAGL0D05588g"
"74","GWK60_E00297",2108.16537635214,-1.88230227966299,0.167269315117559,1.24465015348006e-27,"CAGL0E00517g"
"75","GWK60_E00759",2157.28876902184,-1.55305632556671,0.146729215105132,1.36327823899668e-24,"CAGL0E00979g"
"76","GWK60_E01023",444.034732778569,-1.50831483257524,0.260733369286317,4.10162576200541e-08,"CAGL0E01243g"
"77","GWK60_E01287",256.289642751785,-1.07070012896406,0.283717284479224,0.000475382787352324,"CAGL0E01529g"
"78","GWK60_E01353",2247.88737517921,-1.24028547426788,0.162857247006212,2.7827453380308e-13,"CAGL0E01573g"
"79","GWK60_E01705",937.301547609976,-1.25452981110484,0.151208661121511,1.44051564273514e-15,"CAGL0E01925g"
"80","GWK60_E01771",46445.0640863113,-1.94322387336226,0.190100388057316,5.0085906155876e-23,"CAGL0E01991g"
"81","GWK60_E01793",37207.7666189891,-1.21481027636149,0.135916036639676,7.35856995523367e-18,"CAGL0E02013g"
"82","GWK60_E02035",4668.67583789315,-2.82525889514291,0.183049391388522,2.3946475615023e-51,"CAGL0E02255g"
"83","GWK60_E02101",11392.2935656273,-1.3013965794644,0.117202552576908,6.0487075945721e-27,"CAGL0E02315g"
"84","GWK60_E02145",1108.29311762684,-2.10013237194515,0.199553228442718,2.53534261852449e-24,"CAGL0E02343g"
"85","GWK60_E02365",1481.27768590674,-1.07587876099184,0.182637702797723,2.2478363909561e-08,"CAGL0E02585g"
"86","GWK60_E02453",1768.78342669383,-1.57779281686286,0.167876293217753,1.22695221246265e-19,"CAGL0E02673g"
"87","GWK60_E02717",2496.17361332775,-1.22559074586933,0.163420495677044,6.50496874436763e-13,"CAGL0E02937g"
"88","GWK60_E02739",1116.58114639002,-1.07286268848134,0.153450496702215,2.25444877847312e-11,"CAGL0E02959g"
"89","GWK60_E02827",2271.60021882668,-1.64001180817776,0.183611989922766,7.74172538198538e-18,"CAGL0E03069g"
"90","GWK60_E02959",1229.14259668755,-1.70610376915678,0.132756747373482,1.02877760246691e-35,"CAGL0E03223g"
"91","GWK60_E02981",9339.46329448716,-1.74554594276118,0.20050387652937,5.1100736459229e-17,"CAGL0E03245g"
"92","GWK60_E04521",291.889065823738,-1.24989850714284,0.29158092038607,6.31725689674835e-05,"CAGL0E04818g"
"93","GWK60_E04697",32101.4235813833,-1.5904416332286,0.125649195064221,1.00044594974095e-34,"CAGL0E04994g"
"94","GWK60_E05093",1227.15023933331,-1.08876500634522,0.182177045951448,1.38183823658449e-08,"CAGL0E05434g"
"95","GWK60_E05115",3613.0718296157,-1.44800493259967,0.246458755794455,2.44190710395907e-08,"CAGL0E05456g"
"96","GWK60_E05137",2716.58703374564,-1.97933922164611,0.156056603262578,7.64436934332687e-35,"CAGL0E05478g"
"97","GWK60_E05159",4919.59436114803,-1.94530814753096,0.165247782054342,4.18526929981946e-30,"CAGL0E05500g"
"98","GWK60_E05181",1920.31869981749,-1.56888018320931,0.180614281922502,6.00860955671411e-17,"CAGL0E05522g"
"99","GWK60_E05423",1390.28657707197,-1.08412570662382,0.14821015982964,2.41373109257437e-12,"CAGL0E05764g"
"100","GWK60_E05511",5980.7997788734,-1.28325610231467,0.162157778121588,2.98060701771357e-14,"CAGL0E05874g"
"101","GWK60_E06171",2272.43093216701,-1.19022953765114,0.140135129814075,2.93288706757109e-16,"CAGL0E06534g"
"102","GWK60_F00275",8382.23333172733,-1.91446143542579,0.144562586732348,6.63551031217855e-38,"CAGL0F00407g"
"103","GWK60_F00429",1329.30195357521,-1.48080024703549,0.178976675421423,1.73831752361401e-15,"CAGL0F00561g"
"104","GWK60_F00583",497.299672397539,-1.24039562486461,0.243405914205057,1.60259260374314e-06,"CAGL0F00715g"
"105","GWK60_F00847",2101.81557236125,-1.95404331175178,0.171853716038058,3.53303551599253e-28,"CAGL0F01023g"
"106","GWK60_F00869",208.526838260146,-2.28406258650905,0.337915267769516,1.07218074029891e-10,"CAGL0F01045g"
"107","GWK60_F00979",2370.90806305893,-1.26673310519905,0.152151739242545,1.1479600714284e-15,"CAGL0F01177g"
"108","GWK60_F01221",169393.645081425,-1.66929362499353,0.218213211664106,2.16734641897642e-13,"CAGL0F01463g"
"109","GWK60_F01441",16573.8445547155,-1.05776298587449,0.136729090414671,1.14807103568476e-13,"CAGL0F01683g"
"110","GWK60_F01683",1788.67604129261,-1.15446093626151,0.19477341365278,1.82446338888916e-08,"CAGL0F01925g"
"111","GWK60_F02035",1939.07075475368,-1.31538320685661,0.200743556419031,4.06647667882702e-10,"CAGL0F02299g"
"112","GWK60_F02277",5569.68682356188,-1.05377310012054,0.151435608589539,2.82915063381145e-11,"CAGL0F02541g"
"113","GWK60_F02299",5982.49151253749,-1.48025825493413,0.150917840648942,2.795801020467e-21,"CAGL0F02563g"
"114","GWK60_F02651",41446.0130122301,-1.25013719443128,0.142719872667757,3.31484666192277e-17,"CAGL0F02937g"
"115","GWK60_F03619",18008.0094137397,-1.68998988161544,0.173038264718657,4.18373756116863e-21,"CAGL0F03927g"
"116","GWK60_F03773",8912.51594564409,-1.25145723969509,0.149712703003713,8.84752670530202e-16,"CAGL0F04103g"
"117","GWK60_F04059",5590.03536410705,-1.0590682661128,0.149221626035649,1.10254028708165e-11,"CAGL0F04433g"
"118","GWK60_F04125",8450.32691163292,-1.19094389600184,0.147734264458908,9.51329208065206e-15,"CAGL0F04499g"
"119","GWK60_F04169",8775.60631978668,-1.43546287670156,0.22801822044455,2.03929425907024e-09,"CAGL0F04565g"
"120","GWK60_F04587",2530.61610050221,-1.51757294007006,0.188911262098983,1.18851420946807e-14,"CAGL0F04983g"
"121","GWK60_F05313",181.748341991093,-2.78460792150043,0.363214563781128,1.92637575691311e-13,"CAGL0F05709g"
"122","GWK60_F06083",1004.59079061844,-1.39650882988721,0.157731780650805,1.50224229270969e-17,"CAGL0F06523g"
"123","GWK60_F06391",1625.56267544295,-1.65227412297384,0.200390598680437,2.19469644319647e-15,"CAGL0F06809g"
"124","GWK60_F06435",2718.48352157841,-1.2106567065473,0.178794108753314,9.91577103039841e-11,"CAGL0F06853g"
"125","GWK60_F06721",4312.14452036188,-1.31310554826719,0.138591869753296,6.17309550481569e-20,"CAGL0F07139g"
"126","GWK60_F06875",245.827383415741,-1.05841917276415,0.293176634507399,0.000863834767200959,"CAGL0F07337g"
"127","GWK60_F06941",2000.61088863055,-1.01360752413279,0.152175857659794,2.03974117009858e-10,"CAGL0F07403g"
"128","GWK60_F07139",255143.281568417,-1.80905536034052,0.119253015919237,1.22058886816553e-49,"CAGL0F07601g"
"129","GWK60_F07183",1119.40313077831,-1.68796603746197,0.157782646416405,4.21750215601787e-25,"CAGL0F07645g"
"130","GWK60_F07667",3606.3898077158,-1.33028677590885,0.195195674603878,7.37844373855304e-11,"CAGL0F08129g"
"131","GWK60_F08019",1617.76103112829,-1.13079459751178,0.236056367835781,6.89379500763601e-06,"CAGL0F08481g"
"132","GWK60_F08569",5489.01923710203,-1.13317423478646,0.141968950218444,1.77122169455827e-14,"CAGL0F09075g"
"133","GWK60_G00143",4272.37612327014,-1.83275204209109,0.160032718724424,1.49714480680755e-28,"CAGL0G00264g"
"134","GWK60_G00209",587.460978112861,-2.25805416047629,0.296729318837515,2.88496534229031e-13,"CAGL0G00308g"
"135","GWK60_G00385",1165.75027340641,-2.06507813463488,0.225661778919993,1.14214426979209e-18,"CAGL0G00484g"
"136","GWK60_G01639",2141.05212000057,-1.14827309913312,0.128394004525827,7.03204191708371e-18,"CAGL0G01782g"
"137","GWK60_G02277",1540.0498545947,-1.65262503654604,0.193339777495183,1.86585206907043e-16,"CAGL0G02409g"
"138","GWK60_G02299",248.684523972748,-2.02901818886097,0.230827180928443,2.56661917348896e-17,"CAGL0G02453g"
"139","GWK60_G02321",60322.3079306743,-1.08120854403154,0.118098736313702,1.10577007237046e-18,"CAGL0G02475g"
"140","GWK60_G02497",1148.65161239395,-1.3105562106682,0.209744439050481,2.71733745483912e-09,"CAGL0G02629g"
"141","GWK60_G02629",2546.09619400758,-1.01152255129161,0.177611480005108,6.72075468834373e-08,"CAGL0G02761g"
"142","GWK60_G02651",1304.73549605071,-1.40389443780258,0.183147612747221,1.94033103789373e-13,"CAGL0G02783g"
"143","GWK60_G02871",4832.28798829119,-1.02478526907325,0.115192693761219,1.04961943890403e-17,"CAGL0G03003g"
"144","GWK60_G03135",2733.78311974319,-1.24898411597839,0.127387167189738,2.88647764572418e-21,"CAGL0G03267g"
"145","GWK60_G03311",9011.81682046673,-1.04688082426964,0.131701810248548,2.28568520100696e-14,"CAGL0G03443g"
"146","GWK60_G03443",166491.384087598,-1.00567867157653,0.128064137749497,4.6959203947078e-14,"CAGL0G03575g"
"147","GWK60_G03597",45.2628179155645,-1.64127166099175,0.535591857591072,0.00513172072117414,"CAGL0G03729g"
"148","GWK60_G03773",130.258616038535,-2.24615064875049,0.316417009035328,1.09308410312844e-11,"CAGL0G03927g"
"149","GWK60_G04213",21304.0102894094,-1.70284974712011,0.173013769533322,2.02824564305943e-21,"CAGL0G04411g"
"150","GWK60_G05181",1162.03490558482,-1.37175815892035,0.171053659331436,1.32043673528436e-14,"CAGL0G05379g"
"151","GWK60_G05379",4385.52852870255,-1.00898978807789,0.208381785514056,5.3987774416362e-06,"CAGL0G05566g"
"152","GWK60_G05555",2229.07353871754,-1.88678905496435,0.134128425738845,1.05651485089109e-42,"CAGL0G05742g"
"153","GWK60_G05577",2080.10614309712,-1.05172844502778,0.198375646601147,5.59935661670577e-07,"CAGL0G05764g"
"154","GWK60_G05621",992.885466410435,-1.27349620527807,0.185959916728848,5.92047748709268e-11,"CAGL0G05808g"
"155","GWK60_G05687",8876.62555938698,-1.23140304355747,0.135500378741068,1.9882255217992e-18,"CAGL0G05874g"
"156","GWK60_G05753",117241.408359259,-1.07655918020944,0.13203786808445,4.5835951174542e-15,"CAGL0G05940g"
"157","GWK60_G06039",6684.13290371254,-1.06909650091677,0.124070226911569,1.06701058620433e-16,"CAGL0G06248g"
"158","GWK60_G06259",50700.1576295317,-1.12170822714413,0.12243306795134,1.04342881245578e-18,"CAGL0G06490g"
"159","GWK60_G06831",4022.53758112132,-1.43100351100915,0.177155353659926,8.36588754969011e-15,"CAGL0G07106g"
"160","GWK60_G06919",63047.3376838306,-1.2951164080124,0.120962639026833,3.89988155589823e-25,"CAGL0G07227g"
"161","GWK60_G06941",759.6525155517,-1.55774347501649,0.214860875783665,3.82670771555504e-12,"CAGL0G07249g"
"162","GWK60_G07249",3747.22834002244,-1.44432120155567,0.134730616172559,3.43116571930781e-25,"CAGL0G07535g"
"163","GWK60_G07271",34.8000469651279,-1.63312916061712,0.503028489129645,0.00291236229259879,"CAGL0G07557g"
"164","GWK60_G07557",8111.14836527896,-1.39986864244572,0.17017675878847,2.56558807379718e-15,"CAGL0G07843g"
"165","GWK60_G07711",1371.44963120591,-1.00513319601968,0.142580552800476,1.52728105653871e-11,"CAGL0G07975g"
"166","GWK60_G07755",1741.24170291444,-1.11193917977747,0.175463641657664,1.57259296330022e-09,"CAGL0G08019g"
"167","GWK60_G08921",709.663998837124,-1.07149971978858,0.198718220765625,3.49549694646971e-07,"CAGL0G09218g"
"168","GWK60_G09009",553.737040876038,-1.51180511213024,0.216220160734894,2.2518724351705e-11,"CAGL0G09273g"
"169","GWK60_G09119",244140.017913343,-2.88701600950437,0.461851950929836,2.67569568102148e-09,"CAGL0G09383g"
"170","GWK60_G09383",1767.25809976213,-1.09859881173276,0.143472341501494,2.05473273898937e-13,"CAGL0G09669g"
"171","GWK60_G09823",1436.3123912014,-1.22995524362863,0.156332544639636,4.19686512261388e-14,"CAGL0G10109g"
"172","GWK60_H00319",1619.42809858816,-1.24701970074523,0.224063339177812,1.38496509098032e-07,"CAGL0H00506g"
"173","GWK60_H00517",11851.7310152976,-1.86887238244995,0.54099330710766,0.00147437964629509,"CAGL0H00704g"
"174","GWK60_H01199",1834.01784232849,-1.48221498400042,0.14399883791333,2.4572850496379e-23,"CAGL0H01419g"
"175","GWK60_H01221",1234.82445135184,-1.01390916243414,0.151593881863407,1.70493394411463e-10,"CAGL0H01441g"
"176","GWK60_H01837",12575.3120551014,-1.80002233563458,0.164493570405168,3.2456654685432e-26,"CAGL0H02057g"
"177","GWK60_H01903",249.697960954755,-1.07027296019092,0.231355352618469,1.45651286343913e-05,"CAGL0H02123g"
"178","GWK60_H02189",6438.3222167607,-1.38363016191161,0.186549431530352,1.16801771486968e-12,"CAGL0H02409g"
"179","GWK60_H02211",67.491664798016,-1.00916743325127,0.380074706969223,0.0166216581670283,"CAGL0H02431g"
"180","GWK60_H02739",2828.07709537002,-1.83158239712121,0.187635651635659,4.37409027254641e-21,"CAGL0H02937g"
"181","GWK60_H03179",3535.94128828942,-1.94496530816966,0.163753859347173,1.24948880486879e-30,"CAGL0H03377g"
"182","GWK60_H03465",22973.3794136836,-1.3008566520645,0.122329336229977,8.14300040807862e-25,"CAGL0H03685g"
"183","GWK60_H03553",2355.61629493795,-1.60782722546606,0.173310866898577,3.70437472696608e-19,"CAGL0H03773g"
"184","GWK60_H04719",1683.77992263389,-1.13493273993767,0.157350219734864,4.94706670432285e-12,"CAGL0H04807g"
"185","GWK60_H05291",5446.31574621147,-1.17455342934385,0.213234402736518,1.89097121941473e-07,"CAGL0H05379g"
"186","GWK60_H05621",6663.53223582297,-1.45786099015685,0.218231937679062,1.79285218577682e-10,"CAGL0H05709g"
"187","GWK60_H06039",2446.58705659013,-2.30320146592351,0.426348343474164,3.31370631019572e-07,"CAGL0H06127g"
"188","GWK60_H06941",7121.4442574707,-1.41989562172267,0.188451809947741,5.03966015465576e-13,"CAGL0H06985g"
"189","GWK60_H07161",896.067253832304,-1.19653235877239,0.197348819724787,8.28376281828843e-09,"CAGL0H07183g"
"190","GWK60_H07183",1073.07812140815,-1.42510931787966,0.165320498746847,1.04663434744325e-16,"CAGL0H07205g"
"191","GWK60_H07227",5391.02734758591,-1.01824245525073,0.153009699030856,2.12176914968119e-10,"CAGL0H07249g"
"192","GWK60_H07557",11805.2972078295,-1.12009464885254,0.14144996010365,2.86886447665438e-14,"CAGL0H07579g"
"193","GWK60_H07953",2702.15210220959,-1.35828353628381,0.130284699353914,6.66203808462962e-24,"CAGL0H07975g"
"194","GWK60_H07997",2737.52180846303,-1.06366018293298,0.154967785496909,5.3354854840285e-11,"CAGL0H08019g"
"195","GWK60_H08239",8813.91208831663,-1.12794981713984,0.134680938112532,7.75059358345604e-16,"CAGL0H08283g"
"196","GWK60_H08371",738.89990553519,-1.63602733114176,0.157489313197206,9.60105100900032e-24,"CAGL0H08415g"
"197","GWK60_H08679",105.099749349182,-2.84970377602803,0.440769708681944,7.0557841965383e-10,"CAGL0H08712g"
"198","GWK60_H08701",92826.8967009598,-1.07293186398659,0.124300820011429,9.52646712088935e-17,"CAGL0H08734g"
"199","GWK60_H08745",725.952422720949,-1.10432770277145,0.20442133324768,3.31370631019572e-07,"CAGL0H08778g"
"200","GWK60_H09031",4985.04456857363,-1.34086751211328,0.175531214694193,2.34340556291534e-13,"CAGL0H09064g"
"201","GWK60_H09691",2553.0123872183,-1.65600749926413,0.146930918456462,1.03106780803638e-27,"CAGL0H09724g"
"202","GWK60_H10021",420.266162690175,-3.11620944379116,0.274024850701044,3.50885139237993e-28,"CAGL0H10076g"
"203","GWK60_H10219",1170.04356468302,-1.21042002504481,0.182337092081195,2.34482733284093e-10,"CAGL0H10252g"
"204","GWK60_H10373",2468.46698416759,-1.0990072224342,0.156120955689703,1.63709912942359e-11,"CAGL0H10406g"
"205","GWK60_H10483",1439.43655471269,-1.06367450537678,0.167339559463184,1.39320334952964e-09,"CAGL0H10516g"
"206","GWK60_I00099",1735.78133751855,-1.57677616376927,0.167254140770311,9.40045588005147e-20,"CAGL0D00220g"
"207","GWK60_I00209",1852.81631572266,-1.3892287018655,0.140915497560065,1.73339651541695e-21,"CAGL0L00671g"
"208","GWK60_I00935",2327.45466275798,-1.10111190968868,0.138319014394279,2.08763848337642e-14,"CAGL0I05500g"
"209","GWK60_I01023",1216.95593434376,-1.19143278763644,0.135690743264276,2.7746543417947e-17,"CAGL0I05588g"
"210","GWK60_I01199",2446.69887765534,-1.21439469401951,0.127791292847945,4.72496604850001e-20,"CAGL0I05764g"
"211","GWK60_I01463",2783.61583758752,-1.79500197719489,0.161707362910406,6.23137608179027e-27,"CAGL0I06006g"
"212","GWK60_I01639",12795.0787048487,-1.00913455151729,0.188950227054634,4.58366406850711e-07,"CAGL0I06182g"
"213","GWK60_I01705",496.817624340578,-2.2960161557399,0.64528476911656,0.00103758909301115,"CAGL0I06248g"
"214","GWK60_I01771",571.223335103305,-1.01213081434779,0.233102508984038,5.01017302678743e-05,"CAGL0I06314g"
"215","GWK60_I01793",899.765322738635,-1.38262459547807,0.213164674484185,6.21861178346099e-10,"CAGL0I06336g"
"216","GWK60_I01969",2024.15054524779,-1.00286850121485,0.195973183485439,1.44268093165573e-06,"CAGL0I06490g"
"217","GWK60_I02233",1621.20625146779,-1.74666528560547,0.167325873868085,5.87661990092753e-24,"CAGL0I06743g"
"218","GWK60_I03025",1794.24983799882,-1.0214996841941,0.128650192073822,2.44129181970259e-14,"CAGL0I07535g"
"219","GWK60_I03289",11632.7929877491,-1.1425845947274,0.113340667396769,2.00556141979183e-22,"CAGL0I07799g"
"220","GWK60_I03421",1215.09817115994,-1.01036630795662,0.197730373550801,1.49760463468082e-06,"CAGL0I07931g"
"221","GWK60_I03487",2636.3611828525,-1.65949050049345,0.171601587752919,1.01648301522268e-20,"CAGL0I07975g"
"222","GWK60_I04037",4262.12736052734,-1.42974948425532,0.149194402303844,2.2894812563908e-20,"CAGL0I08547g"
"223","GWK60_I04103",2253.41989451175,-1.26659965419612,0.161593970595093,5.24766377514098e-14,"CAGL0I08613g"
"224","GWK60_I04851",1695.20344878875,-1.11145147121992,0.16078048691303,3.83673557514537e-11,"CAGL0I09350g"
"225","GWK60_I04939",659.006211538726,-1.05913916193102,0.163812113818231,7.05197611177851e-10,"CAGL0I09438g"
"226","GWK60_I05093",1062.24302650231,-1.32588692366121,0.154647232368268,1.51695445426835e-16,"CAGL0I09592g"
"227","GWK60_I05291",10952.0486791596,-1.82257755942601,0.15597994044229,1.12517637694797e-29,"CAGL0I09790g"
"228","GWK60_I05357",707.866484964587,-1.97240098894123,0.241989253835697,4.6729493375149e-15,"CAGL0I09856g"
"229","GWK60_I05819",14280.3933861987,-1.05407485799219,0.154042320214144,6.13245790673454e-11,"CAGL0I10384g"
"230","GWK60_I05995",1916.0534906502,-1.36889509473679,0.156561725133859,3.77964881462446e-17,"CAGL0I10560g"
"231","GWK60_I06105",1918.58494217725,-1.75159298461841,0.14223414208757,6.57298859947475e-33,"CAGL0I10670g"
"232","GWK60_J00231",4431.60236868132,-1.04493631815525,0.130566961470833,1.50160766204242e-14,"CAGL0J00341g"
