"","gene","baseMean.x","log2FC.x","stderror.x","padj.x","gene_id_bg2","gene.y","baseMean.y","log2FC.y","stderror.y","padj.y"
"108","CAGL0H02431g",53.2991995675623,-1.84088917679319,0.473367498456225,0.000504561499849523,"GWK60_H02211","GWK60_H02211",67.491664798016,-1.00916741227758,0.380074773992938,0.0166216839589196
"109","CAGL0H02937g",1655.4836746841,-1.09774977051373,0.227901374512,1.10996741424146e-05,"GWK60_H02739","GWK60_H02739",2828.07709537002,-1.83158239568241,0.187635627992361,4.37403646423894e-21
"110","CAGL0H03377g",1923.83702138916,-1.29713852046902,0.262920607410858,6.38506546808847e-06,"GWK60_H03179","GWK60_H03179",3535.94128828942,-1.94496530884514,0.16375383573563,1.24946314986743e-30
"111","CAGL0H03685g",14223.2052829227,-1.32667727026501,0.213478637878388,7.27799060413666e-09,"GWK60_H03465","GWK60_H03465",22973.3794136836,-1.30085665204539,0.122329307657296,8.14278347359134e-25
"112","CAGL0H03773g",1789.41275374015,-1.6752636949725,0.248468331314724,2.72758926112666e-10,"GWK60_H03553","GWK60_H03553",2355.61629493795,-1.60782722583762,0.173310845741599,3.70433529065016e-19
"113","CAGL0H04807g",896.118887128161,-1.00661292438796,0.212971863110469,1.69202740878724e-05,"GWK60_H04719","GWK60_H04719",1683.77992263389,-1.13493273907091,0.157350201615469,4.94703671829939e-12
"114","CAGL0H05709g",4259.97370740092,-1.87364802066271,0.216481241247716,2.39536720607138e-16,"GWK60_H05621","GWK60_H05621",6663.53223582297,-1.45786099079872,0.218231908814718,1.79284133990971e-10
"115","CAGL0H06985g",4640.81816310893,-1.60198965328045,0.181273968895867,5.288154729674e-17,"GWK60_H06941","GWK60_H06941",7121.4442574707,-1.419895621795,0.188451782229297,5.03961734221376e-13
"116","CAGL0H07183g",557.407187047902,-1.20369323469981,0.194118141552045,7.89806480290972e-09,"GWK60_H07161","GWK60_H07161",896.067253832304,-1.19653235995959,0.197348807874281,8.28374374926959e-09
"117","CAGL0H07249g",3895.3294088536,-1.0814837386855,0.233866329540686,2.61246501239734e-05,"GWK60_H07227","GWK60_H07227",5391.02734758591,-1.0182424561975,0.15300967312145,2.1217528047099e-10
"118","CAGL0H07975g",1944.20380154866,-1.17124323525534,0.219921084113184,9.60512399592121e-07,"GWK60_H07953","GWK60_H07953",2702.15210220959,-1.35828353734207,0.130284677538466,6.66191517334817e-24
"119","CAGL0H08712g",185.867040558868,-2.54963339768678,0.345298060371751,3.6653991470609e-12,"GWK60_H08679","GWK60_H08679",105.099749349182,-2.84970373707745,0.440769757660878,7.05582184370983e-10
"120","CAGL0H08778g",487.314493406051,-1.61154967035221,0.196914374226263,1.01057125627441e-14,"GWK60_H08745","GWK60_H08745",725.952422720949,-1.10432770319092,0.204421325793861,3.3137063101957e-07
"121","CAGL0H09064g",4961.06811761286,-1.44475157615968,0.264934271725831,4.97169821524743e-07,"GWK60_H09031","GWK60_H09031",4985.04456857363,-1.34086751261165,0.175531188500083,2.34338100572402e-13
"122","CAGL0H09724g",2252.7651396601,-1.6835402393434,0.229398508913198,5.08401064324114e-12,"GWK60_H09691","GWK60_H09691",2553.0123872183,-1.65600749952955,0.146930895123531,1.03104682688019e-27
"123","CAGL0H10076g",45.9718816816309,-3.76253044245198,0.546801034962259,1.13570394261575e-10,"GWK60_H10021","GWK60_H10021",420.266162690175,-3.11620944303375,0.274024853713577,3.5088565301353e-28
"124","CAGL0H10406g",1853.26117649943,-1.04531998069029,0.21281938703359,7.08197362379844e-06,"GWK60_H10373","GWK60_H10373",2468.46698416759,-1.09900722253466,0.156120933787005,1.6370875194278e-11
"125","CAGL0I00550g",208.854446478093,-1.6847045578746,0.368456598029577,3.29858644952321e-05,"GWK60_L00363","GWK60_L00363",919.00685627947,-1.34838107086003,0.153813703979862,3.13684916010653e-17
"126","CAGL0I01606g",1342.23996458685,-1.39420535878321,0.18624607660459,1.80672380669057e-12,"GWK60_L01419","GWK60_L01419",1845.78483615161,-1.57048894086925,0.13897790653533,7.69243209540577e-28
"127","CAGL0I01826g",1087.54955735646,-1.45736972866654,0.228124343526345,2.51099611364122e-09,"GWK60_L01617","GWK60_L01617",1511.00677039146,-1.27614637661533,0.161904592046049,3.78674609287594e-14
"128","CAGL0I01914g",334.659161242484,-1.50248148602163,0.312886869998703,1.19151797538704e-05,"GWK60_L01705","GWK60_L01705",847.950850218188,-1.69551260977281,0.200547724590698,4.04449773607003e-16
"129","CAGL0I02354g",1390.26364415034,-1.40523635164841,0.198995358773974,3.38950239523772e-11,"GWK60_L02145","GWK60_L02145",2079.76838549325,-1.27266055572806,0.15494469213629,2.81475014922659e-15
"130","CAGL0I02376g",163.138504076988,-1.40915673846742,0.315127155389513,4.97377189457515e-05,"GWK60_L02167","GWK60_L02167",282.69652334413,-1.24040442930867,0.266265285787789,1.2580469254884e-05
"131","CAGL0I02398g",2387.76281657431,-1.26146118044717,0.197832160403475,2.68478532021942e-09,"GWK60_L02189","GWK60_L02189",3205.97916822777,-1.63332986038383,0.156406705290237,5.66473047392935e-24
"132","CAGL0I02926g",3426.58559247347,-1.29758082407876,0.216424223993564,2.57024696003564e-08,"GWK60_L02673","GWK60_L02673",3638.63426219835,-1.25680165762458,0.145856296285925,1.06699776364684e-16
