"","gene","baseMean","log2FC","stderror","padj","gene_id_bg2"
"135","CAGL0G03443g",5430.1663263405,-1.23559367010318,0.259662659183193,1.45973291444127e-05,"GWK60_G03311"
"136","CAGL0G03927g",127.078042048503,-1.68050873554466,0.373914891720684,4.51893268787365e-05,"GWK60_G03773"
"137","CAGL0G04411g",8032.01358808521,-1.25185124473156,0.313134946093683,0.000337265859982212,"GWK60_G04213"
"138","CAGL0G04631g",9127.09344291963,-1.21111877354985,0.196035227359584,8.9984816511443e-09,"GWK60_G04411"
"139","CAGL0G04983g",1790.87491881389,-1.34883802837975,0.16505831487527,1.10132305741743e-14,"GWK60_G04763"
"140","CAGL0G05379g",626.810980974787,-1.00048711286276,0.225440905641646,5.69826718357782e-05,"GWK60_G05181"
"141","CAGL0G05467g",352.76310806068,-1.2342165059007,0.265324711386939,2.33407514838405e-05,"GWK60_G05269"
"142","CAGL0G05566g",1803.68826207704,-1.94082083947867,0.221228810192511,9.00902558181429e-17,"GWK60_G05379"
"143","CAGL0G05588g",49.6543386927456,-1.08886480180026,0.430084886734808,0.0298719871760731,"GWK60_G05401"
"144","CAGL0G05632g",126.592312547941,-1.77949302610633,0.419538666945368,0.000129365919246798,"GWK60_G05445"
"145","CAGL0G05742g",1417.74709354817,-2.18494659188764,0.182577185056142,1.10025320642178e-30,"GWK60_G05555"
"146","CAGL0G05808g",528.024671867832,-1.05203309830874,0.178525295527556,4.57727241916331e-08,"GWK60_G05621"
"147","CAGL0G05896g",4055.55046226177,-1.36105423822124,0.2514207796661,6.09207416335659e-07,"GWK60_G05709"
"148","CAGL0G05940g",74674.2371510803,-1.0177989071784,0.28239091610044,0.00139567154221327,"GWK60_G05753"
"149","CAGL0G06248g",3930.61893699841,-1.52491961306083,0.186968829259765,1.22939627858083e-14,"GWK60_G06039"
"150","CAGL0G07106g",3044.30246172725,-1.45811831659524,0.2495318932429,6.02386838621798e-08,"GWK60_G06831"
"151","CAGL0G07535g",3090.30318238826,-1.54455007272553,0.170568708270188,8.63049521940684e-18,"GWK60_G07249"
"152","CAGL0G07557g",31.2208816468655,-1.58544805478404,0.500537531558201,0.00554557123956147,"GWK60_G07271"
"153","CAGL0G07843g",5240.98827860345,-1.38080105027956,0.204776044568997,2.72553214418549e-10,"GWK60_G07557"
"154","CAGL0G07975g",899.798390481907,-1.23325707472807,0.20565589946146,2.55846627252082e-08,"GWK60_G07711"
"155","CAGL0G08019g",796.961692502228,-1.24286885774781,0.292229594268895,0.000123609936102766,"GWK60_G07755"
"156","CAGL0G08041g",5412.73540221822,-1.37791357505736,0.225279016736694,1.28394663139803e-08,"GWK60_G07777"
"157","CAGL0G08668g",2597.39002088692,-1.67427104684725,0.245582454996765,1.69810084105294e-10,"GWK60_G08371"
"158","CAGL0G09273g",454.861469396075,-1.22255115958843,0.299907941643473,0.000251864578916398,"GWK60_G09009"
"159","CAGL0G09515g",995.113377053185,-1.1921819127873,0.225812172333069,1.20066480215127e-06,"GWK60_G09229"
"160","CAGL0G09669g",1462.98609172664,-1.36029414501503,0.185406067564081,5.13996952983759e-12,"GWK60_G09383"
"161","CAGL0G10021g",398.386838369483,-1.16219690053968,0.268779788561768,9.25374196627125e-05,"GWK60_G09735"
"162","CAGL0G10043g",6294.01729991094,-1.11506139950008,0.187701560245647,3.51865818148e-08,"GWK60_G09757"
"163","CAGL0H01177g",4070.1950264382,-1.56527067553446,0.670579684603319,0.0465980865066167,"GWK60_H00957"
"164","CAGL0H02079g",1328.08107032248,-1.16884013927139,0.197568062138915,4.03400967238259e-08,"GWK60_H01859"
"165","CAGL0H02189g",1475.40199128441,-1.36810228748969,0.157389809916499,1.75815254951465e-16,"GWK60_H01969"
"166","CAGL0H02431g",53.2991995675623,-1.84088917679319,0.473367498456224,0.00050456149984951,"GWK60_H02211"
"167","CAGL0H02695g",1260.33024497039,-1.727625566387,0.239024254248763,1.10174490601111e-11,"GWK60_H02497"
"168","CAGL0H02937g",1655.4836746841,-1.09774977051374,0.227901374512,1.10996741424138e-05,"GWK60_H02739"
"169","CAGL0H02959g",56.3535566095746,-1.36891387304286,0.566541245140869,0.0388637413707663,"GWK60_H02761"
"170","CAGL0H03377g",1923.83702138916,-1.29713852046901,0.262920607410858,6.3850654680892e-06,"GWK60_H03179"
"171","CAGL0H03685g",14223.2052829227,-1.32667727026502,0.213478637878389,7.27799060413637e-09,"GWK60_H03465"
"172","CAGL0H03773g",1789.41275374015,-1.6752636949725,0.248468331314724,2.72758926112695e-10,"GWK60_H03553"
"173","CAGL0H04455g",421.379871617726,-1.19795072981763,0.200770976653351,3.03649743837881e-08,"GWK60_H04345"
"174","CAGL0H04807g",896.118887128161,-1.00661292438796,0.212971863110469,1.69202740878696e-05,"GWK60_H04719"
"175","CAGL0H05709g",4259.97370740092,-1.87364802066271,0.216481241247715,2.39536720607079e-16,"GWK60_H05621"
"176","CAGL0H06985g",4640.81816310893,-1.60198965328045,0.181273968895865,5.2881547296809e-17,"GWK60_H06941"
"177","CAGL0H07161g",185.719913673183,-1.14161356857656,0.242776276294978,1.87971614211002e-05,"GWK60_H07139"
"178","CAGL0H07183g",557.407187047902,-1.20369323469982,0.194118141552044,7.89806480290744e-09,"GWK60_H07161"
"179","CAGL0H07249g",3895.3294088536,-1.0814837386855,0.233866329540686,2.61246501239706e-05,"GWK60_H07227"
"180","CAGL0H07271g",378.193577701481,-1.09723474074433,0.205601229643312,9.0940772493157e-07,"GWK60_H07249"
"181","CAGL0H07491g",577.357433090273,-1.33232950208591,0.208654293630868,2.55548495089814e-09,"GWK60_H07469"
"182","CAGL0H07975g",1944.20380154866,-1.17124323525534,0.219921084113184,9.60512399592004e-07,"GWK60_H07953"
"183","CAGL0H08712g",185.867040558868,-2.54963339768678,0.345298060371751,3.66539914706109e-12,"GWK60_H08679"
"184","CAGL0H08778g",487.314493406051,-1.61154967035221,0.196914374226267,1.01057125627556e-14,"GWK60_H08745"
"185","CAGL0H09064g",4961.06811761286,-1.44475157615968,0.264934271725831,4.97169821524723e-07,"GWK60_H09031"
"186","CAGL0H09438g",399.569954750789,-1.11171917142734,0.246718257716736,4.32234628419899e-05,"GWK60_H09405"
"187","CAGL0H09724g",2252.7651396601,-1.6835402393434,0.229398508913196,5.08401064323817e-12,"GWK60_H09691"
"188","CAGL0H10076g",45.9718816816309,-3.76253044245198,0.546801034962258,1.13570394261566e-10,"GWK60_H10021"
"189","CAGL0H10406g",1853.26117649943,-1.04531998069029,0.212819387033589,7.0819736237977e-06,"GWK60_H10373"
"190","CAGL0I00550g",208.854446478093,-1.68470455787459,0.368456598029577,3.29858644952332e-05,"GWK60_L00363"
"191","CAGL0I01606g",1342.23996458685,-1.39420535878321,0.186246076604595,1.80672380669347e-12,"GWK60_L01419"
"192","CAGL0I01826g",1087.54955735646,-1.45736972866654,0.228124343526342,2.51099611363995e-09,"GWK60_L01617"
"193","CAGL0I01848g",1152.98643046109,-1.14608766663615,0.172087942014696,4.55733644845214e-10,"GWK60_L01639"
"194","CAGL0I01914g",334.659161242484,-1.50248148602163,0.312886869998703,1.19151797538704e-05,"GWK60_L01705"
"195","CAGL0I02354g",1390.26364415034,-1.40523635164841,0.198995358773974,3.38950239523807e-11,"GWK60_L02145"
"196","CAGL0I02376g",163.138504076988,-1.40915673846742,0.315127155389516,4.97377189457607e-05,"GWK60_L02167"
"197","CAGL0I02398g",2387.76281657431,-1.26146118044717,0.197832160403476,2.68478532021964e-09,"GWK60_L02189"
"198","CAGL0I02926g",3426.58559247347,-1.29758082407876,0.216424223993563,2.57024696003543e-08,"GWK60_L02673"
"199","CAGL0I03080g",7774.87599001107,-1.00713542889915,0.251767835371052,0.000335541921235718,"GWK60_L02827"
"200","CAGL0I03234g",8501.63073526003,-1.58504470705548,0.259076523491102,1.27469604972998e-08,"GWK60_L02959"
"201","CAGL0I03344g",594.739180049521,-1.37489255780438,0.2119629357888,1.37457091873677e-09,"GWK60_L03069"
"202","CAGL0I03608g",2160.89448477551,-1.45116064337408,0.165097326257325,7.90010428601746e-17,"GWK60_L03333"
"203","CAGL0I03630g",1134.87814084528,-1.09760533893935,0.181214763702193,1.81343951009586e-08,"GWK60_L03355"
"204","CAGL0I04730g",3879.3929933997,-1.593817254867,0.22142802217641,1.3544100855802e-11,"GWK60_L04477"
"205","CAGL0I04818g",1756.96503834145,-1.39290458686387,0.175259325782221,5.98329460702559e-14,"GWK60_L04565"
"206","CAGL0I05500g",1701.5710092184,-1.05909446103771,0.226055643135563,2.0125862212166e-05,"GWK60_I00935"
"207","CAGL0I05588g",896.645047043517,-1.19230028199139,0.21444071619413,2.848385465065e-07,"GWK60_I01023"
"208","CAGL0I05764g",1342.56126542397,-1.39991954035912,0.229476467303632,1.40783011933607e-08,"GWK60_I01199"
"209","CAGL0I06006g",1765.23496855517,-1.60947756379511,0.172667734048886,8.59144441490303e-19,"GWK60_I01463"
"210","CAGL0I06490g",1203.85860436382,-1.50992913951111,0.200025814849109,1.17713516258424e-12,"GWK60_I01969"
"211","CAGL0I07975g",1740.76284999464,-1.61722717424954,0.175288123221929,1.95125466227268e-18,"GWK60_I03487"
"212","CAGL0I08393g",1244.60908861575,-1.1254900613559,0.298321395877399,0.000762528835294311,"GWK60_I03883"
"213","CAGL0I08547g",2905.18627877419,-1.36855496503208,0.2295644704621,3.1273788879479e-08,"GWK60_I04037"
"214","CAGL0I08613g",1203.56600894361,-1.21974571177655,0.219891800636066,3.0430637653213e-07,"GWK60_I04103"
"215","CAGL0I08987g",927.109967471523,-1.46493990296917,0.336122553868352,7.99047775411203e-05,"GWK60_I04477"
"216","CAGL0I09108g",1455.89743247085,-1.0407982188942,0.238956405235253,8.08168615290414e-05,"GWK60_I04609"
"217","CAGL0I09152g",334.132824502245,-1.26754157657659,0.23789004388112,9.4907735728614e-07,"GWK60_I04653"
"218","CAGL0I09196g",263.589585694306,-1.08898311865643,0.231551043950522,1.87632957683921e-05,"GWK60_I04697"
"219","CAGL0I09438g",478.435984438028,-1.14227310455542,0.190745352541108,2.67098807234963e-08,"GWK60_I04939"
"220","CAGL0I09592g",1173.85545174451,-3.1263125265861,0.283315980409883,3.42330736812456e-26,"GWK60_I05093"
"221","CAGL0I09724g",606.864261635707,-1.35740865244275,0.2322437050269,6.0036493527384e-08,"GWK60_I05225"
"222","CAGL0I09746g",2437.45032734646,-1.12633091698367,0.293430256505132,0.000604578981335975,"GWK60_I05247"
"223","CAGL0I09790g",6919.1358847848,-1.48060785818307,0.233822871994591,3.52792584352681e-09,"GWK60_I05291"
"224","CAGL0I09856g",2306.83775988102,-1.08023429817917,0.21111592315302,2.65498563508273e-06,"GWK60_I05357"
"225","CAGL0I10384g",2079.70825738117,-1.07515180659957,0.231186359483409,2.34364953634909e-05,"GWK60_I05819"
"226","CAGL0I10494g",12080.4598938682,-1.22566974136325,0.250681135612148,7.88838932963862e-06,"GWK60_I05929"
"227","CAGL0I10560g",1629.73306176142,-1.39641169534817,0.181681183258059,4.2436465466102e-13,"GWK60_I05995"
"228","CAGL0I10670g",1169.91580173691,-1.85957048945512,0.216679626431476,4.23874618731821e-16,"GWK60_I06105"
"229","CAGL0I10791g",631.540992812132,-1.85114830433546,0.394992454248594,2.00512992711331e-05,"GWK60_I06215"
"230","CAGL0J00385g",1184.91489516097,-1.33218419611491,0.233632836324276,1.31985359112895e-07,"GWK60_J00275"
"231","CAGL0J00473g",1602.44279189663,-1.69340659137355,0.211854159952316,4.2441349140438e-14,"GWK60_J00363"
"232","CAGL0J00649g",4085.68676617842,-1.03732889981307,0.228815099982569,3.86745146107122e-05,"GWK60_J00539"
"233","CAGL0J00869g",2125.89413721908,-1.08704594363063,0.220359179645099,6.39169886901418e-06,"GWK60_J00759"
